facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,query
What is the best golf gps device?,F0461,210,golf gps,210_Q02794_3005_1.jpg,210_Q02794_3005_2.jpg,210_Q02794_3005_3.jpg,210_Q02104_1676_1.jpg,210_Q02104_1676_2.jpg,210_Q02104_1676_3.jpg,210_Q01315_340_1.jpg,210_Q01315_340_2.jpg,210_Q01315_340_3.jpg,Exploring the best smartphone technologies for golf.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q02263_2175_1.jpg,299_Q02263_2175_2.jpg,299_Q02263_2175_3.jpg,299_Q03743_2245_1.jpg,299_Q03743_2245_2.jpg,299_Q03743_2245_3.jpg,299_Q00512_776_1.jpg,299_Q00512_776_2.jpg,299_Q00512_776_3.jpg,"Learn about the ingredients used in school lunches, particularly related to a certain type of beef product."
"Find information about Flushing, a neighborhood in New York City.",F0913,63,flushing,63_Q05391_1449_1.jpg,63_Q05391_1449_2.jpg,63_Q05391_1449_3.jpg,63_Q02370_2021_1.jpg,63_Q02370_2021_2.jpg,63_Q02370_2021_3.jpg,63_Q05388_1446_1.jpg,63_Q05388_1446_2.jpg,63_Q05388_1446_3.jpg,Explore and find information about the neighborhood of Flushing in New York City.
What hotels are near the Orange County Convention Center?,F0821,41,orange county convention center,41_Q05078_1136_1.jpg,41_Q05078_1136_2.jpg,41_Q05078_1136_3.jpg,41_Q05073_1131_1.jpg,41_Q05073_1131_2.jpg,41_Q05073_1131_3.jpg,41_Q01963_414_1.jpg,41_Q01963_414_2.jpg,41_Q01963_414_3.jpg,The user is interested in information about hotels in the area near the Orange County Convention Center.
Is there a link between Barrett's Esophagus and cancer?,F0600,254,barrett's esophagus,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q03668_2764_1.jpg,254_Q03668_2764_2.jpg,254_Q03668_2764_3.jpg,254_Q03914_2284_1.jpg,254_Q03914_2284_2.jpg,254_Q03914_2284_3.jpg,"Speak to an expert about Barrett's Esophagus, specifically to understand the link between Barrett's Esophagus and cancer."
"demographics of East Ridge High School in Lick Creek, Kentucky",F0163,140,east ridge high school,140_Q02788_1964_1.jpg,140_Q02788_1964_2.jpg,140_Q02788_1964_3.jpg,140_Q00190_1547_1.jpg,140_Q00190_1547_2.jpg,140_Q00190_1547_3.jpg,140_Q02570_1729_1.jpg,140_Q02570_1729_2.jpg,140_Q02570_1729_3.jpg,"Interest in the community of East Ridge High School in Lick Creek, Kentucky."
In which cities is high altitude sickness more likely to occur?,F0757,297,altitude sickness,297_Q01094_1317_1.jpg,297_Q01094_1317_2.jpg,297_Q01094_1317_3.jpg,297_Q00143_3906_1.jpg,297_Q00143_3906_2.jpg,297_Q00143_3906_3.jpg,297_Q04660_718_1.jpg,297_Q04660_718_2.jpg,297_Q04660_718_3.jpg,Learn about which cities altitude sickness is more common in and factors that contribute to it in different locations.
Find examples of employee performance appraisals.,F0987,8,appraisals,8_Q03340_3117_1.jpg,8_Q03340_3117_2.jpg,8_Q03340_3117_3.jpg,8_Q05596_1654_1.jpg,8_Q05596_1654_2.jpg,8_Q05596_1654_3.jpg,8_Q02907_1814_1.jpg,8_Q02907_1814_2.jpg,8_Q02907_1814_3.jpg,Seeking examples of employee performance appraisals.
Why do people blush? What is blushing?,F0915,63,flushing,63_Q03840_1728_1.jpg,63_Q03840_1728_2.jpg,63_Q03840_1728_3.jpg,63_Q03427_3209_1.jpg,63_Q03427_3209_2.jpg,63_Q03427_3209_3.jpg,63_Q05392_1450_1.jpg,63_Q05392_1450_2.jpg,63_Q05392_1450_3.jpg,Understanding the reasons behind blushing and its nature.
What DVD versions of the Doctor Zhivago movie are available?,F0450,208,doctor zhivago,208_Q02203_65_1.jpg,208_Q02203_65_2.jpg,208_Q02203_65_3.jpg,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q00035_2839_1.jpg,208_Q00035_2839_2.jpg,208_Q00035_2839_3.jpg,Inquire about DVD versions of the movie Doctor Zhivago.
"Find reviews of web hosting services, geared towards small business needs.",F0781,32,website design hosting,32_Q02718_1634_1.jpg,32_Q02718_1634_2.jpg,32_Q02718_1634_3.jpg,32_Q02930_3478_1.jpg,32_Q02930_3478_2.jpg,32_Q02930_3478_3.jpg,32_Q05524_1582_1.jpg,32_Q05524_1582_2.jpg,32_Q05524_1582_3.jpg,Explore reviews for website design and hosting companies suitable for small business needs.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q04365_423_1.jpg,294_Q04365_423_2.jpg,294_Q04365_423_3.jpg,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q02543_1136_1.jpg,294_Q02543_1136_2.jpg,294_Q02543_1136_3.jpg,The user is interested in knowing the names of some flowering plants.
Take me to the homepage of the Humane Society.,F0804,38,dogs for adoption,38_Q04194_252_1.jpg,38_Q04194_252_2.jpg,38_Q04194_252_3.jpg,38_Q04191_249_1.jpg,38_Q04191_249_2.jpg,38_Q04191_249_3.jpg,38_Q03192_1921_1.jpg,38_Q03192_1921_2.jpg,38_Q03192_1921_3.jpg,Access the homepage of the Humane Society.
Which antibiotics are used to treat a tooth abscess.,F0596,253,tooth abscess,253_Q04648_706_1.jpg,253_Q04648_706_2.jpg,253_Q04648_706_3.jpg,253_Q04647_705_1.jpg,253_Q04647_705_2.jpg,253_Q04647_705_3.jpg,253_Q02033_1149_1.jpg,253_Q02033_1149_2.jpg,253_Q02033_1149_3.jpg,Learn about which antibiotics are used to treat a tooth abscess.
Find giant teddy bears.,F0606,255,teddy bears,255_Q02558_3419_1.jpg,255_Q02558_3419_2.jpg,255_Q02558_3419_3.jpg,255_Q04233_291_1.jpg,255_Q04233_291_2.jpg,255_Q04233_291_3.jpg,255_Q02496_2060_1.jpg,255_Q02496_2060_2.jpg,255_Q02496_2060_3.jpg,"The user is looking for giant teddy bears and wants to see pictures of them, specifically those made by Gund."
What equipment and tools does a land surveyor use in his job?,F0452,209,land surveyor,209_Q00030_1867_1.jpg,209_Q00030_1867_2.jpg,209_Q00030_1867_3.jpg,209_Q05020_1078_1.jpg,209_Q05020_1078_2.jpg,209_Q05020_1078_3.jpg,209_Q05018_1076_1.jpg,209_Q05018_1076_2.jpg,209_Q05018_1076_3.jpg,Finding out what equipment and tools a land surveyor uses.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q04468_526_1.jpg,278_Q04468_526_2.jpg,278_Q04468_526_3.jpg,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg,278_Q00908_2904_1.jpg,278_Q00908_2904_2.jpg,278_Q00908_2904_3.jpg,"Wants information on the theme song lyrics and music associated with the TV show ""Mister Rogers."""
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,273_Q02441_1758_1.jpg,273_Q02441_1758_2.jpg,273_Q02441_1758_3.jpg,273_Q02764_3281_1.jpg,273_Q02764_3281_2.jpg,273_Q02764_3281_3.jpg,See the relationship between Wilson's disease and zinc.
Find instructions for grilling chicken.,F0245,160,grilling,160_Q00624_2432_1.jpg,160_Q00624_2432_2.jpg,160_Q00624_2432_3.jpg,160_Q05039_1097_1.jpg,160_Q05039_1097_2.jpg,160_Q05039_1097_3.jpg,160_Q05043_1101_1.jpg,160_Q05043_1101_2.jpg,160_Q05043_1101_3.jpg,Learning about the process of grilling chicken.
Find details regarding the casualties of the USS Cole bombing,F0676,275,uss cole,275_Q03425_834_1.jpg,275_Q03425_834_2.jpg,275_Q03425_834_3.jpg,275_Q04036_94_1.jpg,275_Q04036_94_2.jpg,275_Q04036_94_3.jpg,275_Q03460_3748_1.jpg,275_Q03460_3748_2.jpg,275_Q03460_3748_3.jpg,Gather information about the casualties of the USS Cole bombing.
"Find demographic information about Cass County, MO.",F0031,107,cass county missouri,107_Q02005_2148_1.jpg,107_Q02005_2148_2.jpg,107_Q02005_2148_3.jpg,107_Q02671_2009_1.jpg,107_Q02671_2009_2.jpg,107_Q02671_2009_3.jpg,107_Q04128_186_1.jpg,107_Q04128_186_2.jpg,107_Q04128_186_3.jpg,"Find demographic information about Cass County, Missouri."
"Find the homepage of Bellevue College, Washington.",F0905,60,bellevue,60_Q03864_1117_1.jpg,60_Q03864_1117_2.jpg,60_Q03864_1117_3.jpg,60_Q05405_1463_1.jpg,60_Q05405_1463_2.jpg,60_Q05405_1463_3.jpg,60_Q01097_728_1.jpg,60_Q01097_728_2.jpg,60_Q01097_728_3.jpg,Find the homepage of Bellevue College in Washington.
What restaurants use pink slime?,F0761,299,pink slime in ground beef,299_Q03906_391_1.jpg,299_Q03906_391_2.jpg,299_Q03906_391_3.jpg,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,The user's intent is to identify restaurants that use pink slime in their ground beef.
Is there a golf gps system that can be used world wide?,F0465,210,golf gps,210_Q03552_2528_1.jpg,210_Q03552_2528_2.jpg,210_Q03552_2528_3.jpg,210_Q00584_1040_1.jpg,210_Q00584_1040_2.jpg,210_Q00584_1040_3.jpg,210_Q02104_1676_1.jpg,210_Q02104_1676_2.jpg,210_Q02104_1676_3.jpg,The user is interested in finding a golf GPS system that can be used worldwide.
Find pictures of the Kayser-Fleischer ring that is a sign of Wilson's disease.,F0669,273,wilson's disease,273_Q02741_2794_1.jpg,273_Q02741_2794_2.jpg,273_Q02741_2794_3.jpg,273_Q02355_2020_1.jpg,273_Q02355_2020_2.jpg,273_Q02355_2020_3.jpg,273_Q02938_291_1.jpg,273_Q02938_291_2.jpg,273_Q02938_291_3.jpg,"The user is seeking information related to the visual symptoms of Wilson's disease, specifically images to help identify if they have the condition."
Find data on how to identify spider bites.,F0591,251,identifying spider bites,251_Q03628_3498_1.jpg,251_Q03628_3498_2.jpg,251_Q03628_3498_3.jpg,251_Q03801_84_1.jpg,251_Q03801_84_2.jpg,251_Q03801_84_3.jpg,251_Q01158_2224_1.jpg,251_Q01158_2224_2.jpg,251_Q01158_2224_3.jpg,Identify spider bites using visual aids.
Find a timeline of the Civil Rights Movement in the United States.,F0353,184,civil right movement,184_Q04679_737_1.jpg,184_Q04679_737_2.jpg,184_Q04679_737_3.jpg,184_Q04680_738_1.jpg,184_Q04680_738_2.jpg,184_Q04680_738_3.jpg,184_Q03366_2070_1.jpg,184_Q03366_2070_2.jpg,184_Q03366_2070_3.jpg,Wants a timeline with important events and milestones related to the Civil Rights Movement.
Who is eligible for a 403b plan?,F0202,151,403b,151_Q04005_63_1.jpg,151_Q04005_63_2.jpg,151_Q04005_63_3.jpg,151_Q00139_1134_1.jpg,151_Q00139_1134_2.jpg,151_Q00139_1134_3.jpg,151_Q01960_2445_1.jpg,151_Q01960_2445_2.jpg,151_Q01960_2445_3.jpg,Learn about the eligibility criteria of the 403b plan.
"I'd like to find user reports about Windows Defender, particularly problems with the software.",F0413,20,defender,20_Q00797_1846_1.jpg,20_Q00797_1846_2.jpg,20_Q00797_1846_3.jpg,20_Q00663_1280_1.jpg,20_Q00663_1280_2.jpg,20_Q00663_1280_3.jpg,20_Q04220_278_1.jpg,20_Q04220_278_2.jpg,20_Q04220_278_3.jpg,"Find user reports and feedback about Windows Defender, focusing on any problems with the software."
Find biographical information about former Secretary of State Condoleeza Rice.,F1055,96,rice,96_Q02197_29_1.jpg,96_Q02197_29_2.jpg,96_Q02197_29_3.jpg,96_Q02233_3167_1.jpg,96_Q02233_3167_2.jpg,96_Q02233_3167_3.jpg,96_Q05153_1211_1.jpg,96_Q05153_1211_2.jpg,96_Q05153_1211_3.jpg,The user is interested in learning about Condoleezza Rice.
"Find information about Yahoo!, the company.",F0530,23,yahoo,23_Q01258_1392_1.jpg,23_Q01258_1392_2.jpg,23_Q01258_1392_3.jpg,23_Q01281_1824_1.jpg,23_Q01281_1824_2.jpg,23_Q01281_1824_3.jpg,23_Q02660_1677_1.jpg,23_Q02660_1677_2.jpg,23_Q02660_1677_3.jpg,"Find information about Yahoo!, the company."
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,Understanding the symptoms of carpal tunnel syndrome.
"""Find the lyrics to the song """"I Will Survive"""".""",F0524,227,i will survive lyrics,227_Q05034_1092_1.jpg,227_Q05034_1092_2.jpg,227_Q05034_1092_3.jpg,227_Q05038_1096_1.jpg,227_Q05038_1096_2.jpg,227_Q05038_1096_3.jpg,227_Q01888_1780_1.jpg,227_Q01888_1780_2.jpg,227_Q01888_1780_3.jpg,"Find the full lyrics to the song ""I Will Survive"" by Gloria Gaynor, including the chorus."
Find biographical information about former Secretary of State Condoleeza Rice.,F1055,96,rice,96_Q05154_1212_1.jpg,96_Q05154_1212_2.jpg,96_Q05154_1212_3.jpg,96_Q02325_812_1.jpg,96_Q02325_812_2.jpg,96_Q02325_812_3.jpg,96_Q01001_2842_1.jpg,96_Q01001_2842_2.jpg,96_Q01001_2842_3.jpg,The user is interested in Condoleezza Rice's biography.
Where can I find information on buying unlocked phones?,F0790,34,cell phones,34_Q00650_1366_1.jpg,34_Q00650_1366_2.jpg,34_Q00650_1366_3.jpg,34_Q00779_235_1.jpg,34_Q00779_235_2.jpg,34_Q00779_235_3.jpg,34_Q02692_1203_1.jpg,34_Q02692_1203_2.jpg,34_Q02692_1203_3.jpg,Explore information about buying unlocked cell phones.
"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,58_Q01953_3747_1.jpg,58_Q01953_3747_2.jpg,58_Q01953_3747_3.jpg,58_Q03865_837_1.jpg,58_Q03865_837_2.jpg,58_Q03865_837_3.jpg,"The user wants to see pictures of the penguins from the movie ""Madagascar""."
Find giant teddy bears.,F0606,255,teddy bears,255_Q01140_1069_1.jpg,255_Q01140_1069_2.jpg,255_Q01140_1069_3.jpg,255_Q02490_1986_1.jpg,255_Q02490_1986_2.jpg,255_Q02490_1986_3.jpg,255_Q03309_2541_1.jpg,255_Q03309_2541_2.jpg,255_Q03309_2541_3.jpg,Looking to find giant teddy bears for a specific occasion.
What are the advantages and disadvantages of a hip roof over other roof types?,F0617,258,hip roof,258_Q02320_607_1.jpg,258_Q02320_607_2.jpg,258_Q02320_607_3.jpg,258_Q04045_103_1.jpg,258_Q04045_103_2.jpg,258_Q04045_103_3.jpg,258_Q03087_682_1.jpg,258_Q03087_682_2.jpg,258_Q03087_682_3.jpg,Knowing the advantages of having a hip roof over other types of roofs.
Get details on the bombing of the USS Cole.,F0677,275,uss cole,275_Q00580_633_1.jpg,275_Q00580_633_2.jpg,275_Q00580_633_3.jpg,275_Q04031_89_1.jpg,275_Q04031_89_2.jpg,275_Q04031_89_3.jpg,275_Q00303_1692_1.jpg,275_Q00303_1692_2.jpg,275_Q00303_1692_3.jpg,The user is interested in learning more about the USS Cole bombing and specific details and key figures involved.
How do you weather strip automobile windows and doors?,F0316,176,weather strip,176_Q05627_1685_1.jpg,176_Q05627_1685_2.jpg,176_Q05627_1685_3.jpg,176_Q03706_1556_1.jpg,176_Q03706_1556_2.jpg,176_Q03706_1556_3.jpg,176_Q03324_3433_1.jpg,176_Q03324_3433_2.jpg,176_Q03324_3433_3.jpg,Learn how to weather strip automobile windows and doors and compare different weather stripping products.
Get details on the bombing of the USS Cole.,F0677,275,uss cole,275_Q03622_2668_1.jpg,275_Q03622_2668_2.jpg,275_Q03622_2668_3.jpg,275_Q04031_89_1.jpg,275_Q04031_89_2.jpg,275_Q04031_89_3.jpg,275_Q03425_834_1.jpg,275_Q03425_834_2.jpg,275_Q03425_834_3.jpg,Get details on the investigation of the USS Cole bombing and information about significant individuals involved.
Take me to the Arizona Game and Fish Department homepage.,F0238,16,arizona game and fish,16_Q05102_1160_1.jpg,16_Q05102_1160_2.jpg,16_Q05102_1160_3.jpg,16_Q03834_715_1.jpg,16_Q03834_715_2.jpg,16_Q03834_715_3.jpg,16_Q03134_1795_1.jpg,16_Q03134_1795_2.jpg,16_Q03134_1795_3.jpg,Find the Arizona Game and Fish Department homepage.
What are the best ways of disposing of dog waste?,F0386,193,dog clean up bags,193_Q04996_1054_1.jpg,193_Q04996_1054_2.jpg,193_Q04996_1054_3.jpg,193_Q04993_1051_1.jpg,193_Q04993_1051_2.jpg,193_Q04993_1051_3.jpg,193_Q04994_1052_1.jpg,193_Q04994_1052_2.jpg,193_Q04994_1052_3.jpg,The user is interested in finding the best way to dispose of dog waste.
Find general information about Fickle Creek Farm in North Carolina,F0014,102,fickle creek farm,102_Q03686_1367_1.jpg,102_Q03686_1367_2.jpg,102_Q03686_1367_3.jpg,102_Q04104_162_1.jpg,102_Q04104_162_2.jpg,102_Q04104_162_3.jpg,102_Q02217_2884_1.jpg,102_Q02217_2884_2.jpg,102_Q02217_2884_3.jpg,Wants to see pictures and learn more about Fickle Creek Farm in North Carolina.
"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",F0689,278,mister rogers,278_Q04467_525_1.jpg,278_Q04467_525_2.jpg,278_Q04467_525_3.jpg,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q02948_3505_1.jpg,278_Q02948_3505_2.jpg,278_Q02948_3505_3.jpg,"The user is interested in knowing about the songs sung on ""Mister Rogers' Neighborhood."""
How do I get my free annual credit report?,F0356,185,credit report,185_Q04872_930_1.jpg,185_Q04872_930_2.jpg,185_Q04872_930_3.jpg,185_Q03127_3210_1.jpg,185_Q03127_3210_2.jpg,185_Q03127_3210_3.jpg,185_Q02095_760_1.jpg,185_Q02095_760_2.jpg,185_Q02095_760_3.jpg,Learn how to obtain a free annual credit report provided by the government for themselves.
Where can I buy replacement parts for pressure washers?,F0390,195,pressure washers,195_Q05649_1707_1.jpg,195_Q05649_1707_2.jpg,195_Q05649_1707_3.jpg,195_Q02408_895_1.jpg,195_Q02408_895_2.jpg,195_Q02408_895_3.jpg,195_Q00654_458_1.jpg,195_Q00654_458_2.jpg,195_Q00654_458_3.jpg,Looking for a place to buy replacement parts for pressure washers.
Who can provide inexpensive digital cable television bundled with internet service?,F0006,10,cheap internet,10_Q01462_1234_1.jpg,10_Q01462_1234_2.jpg,10_Q01462_1234_3.jpg,10_Q02754_1957_1.jpg,10_Q02754_1957_2.jpg,10_Q02754_1957_3.jpg,10_Q02654_434_1.jpg,10_Q02654_434_2.jpg,10_Q02654_434_3.jpg,The user is seeking information on companies that offer the lowest-cost or free internet services with options for combining different service features.
Locate information about teddy bears by Steiff.,F0607,255,teddy bears,255_Q02496_2060_1.jpg,255_Q02496_2060_2.jpg,255_Q02496_2060_3.jpg,255_Q04231_289_1.jpg,255_Q04231_289_2.jpg,255_Q04231_289_3.jpg,255_Q00355_297_1.jpg,255_Q00355_297_2.jpg,255_Q00355_297_3.jpg,Locating information about teddy bears by Steiff before considering a purchase.
Where is the University of North Carolina hospital located?,F0362,186,unc,186_Q03752_2112_1.jpg,186_Q03752_2112_2.jpg,186_Q03752_2112_3.jpg,186_Q02185_1656_1.jpg,186_Q02185_1656_2.jpg,186_Q02185_1656_3.jpg,186_Q03233_3440_1.jpg,186_Q03233_3440_2.jpg,186_Q03233_3440_3.jpg,The user wants information on the location of the University of North Carolina hospital.
I'm looking for information on NASCAR races.,F0195,15,espn sports,15_Q01802_3819_1.jpg,15_Q01802_3819_2.jpg,15_Q01802_3819_3.jpg,15_Q01816_3933_1.jpg,15_Q01816_3933_2.jpg,15_Q01816_3933_3.jpg,15_Q05607_1665_1.jpg,15_Q05607_1665_2.jpg,15_Q05607_1665_3.jpg,Seek information about NASCAR races.
What are the withdrawal limitations for a 403b retirement plan?,F0205,151,403b,151_Q04003_61_1.jpg,151_Q04003_61_2.jpg,151_Q04003_61_3.jpg,151_Q04006_64_1.jpg,151_Q04006_64_2.jpg,151_Q04006_64_3.jpg,151_Q01131_2539_1.jpg,151_Q01131_2539_2.jpg,151_Q01131_2539_3.jpg,Looking for withdrawal limitations for a 403b plan.
Get details on the bombing of the USS Cole.,F0677,275,uss cole,275_Q00580_633_1.jpg,275_Q00580_633_2.jpg,275_Q00580_633_3.jpg,275_Q03414_3882_1.jpg,275_Q03414_3882_2.jpg,275_Q03414_3882_3.jpg,275_Q03721_402_1.jpg,275_Q03721_402_2.jpg,275_Q03721_402_3.jpg,Learn about the 2000 USS Cole bombing and get details on who was responsible for the bombing.
Can I order dog clean-up bags online?,F0384,193,dog clean up bags,193_Q04995_1053_1.jpg,193_Q04995_1053_2.jpg,193_Q04995_1053_3.jpg,193_Q04993_1051_1.jpg,193_Q04993_1051_2.jpg,193_Q04993_1051_3.jpg,193_Q00710_3708_1.jpg,193_Q00710_3708_2.jpg,193_Q00710_3708_3.jpg,Looking to order dog clean-up bags online.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q01525_3270_1.jpg,294_Q01525_3270_2.jpg,294_Q01525_3270_3.jpg,294_Q02469_3104_1.jpg,294_Q02469_3104_2.jpg,294_Q02469_3104_3.jpg,294_Q02540_2365_1.jpg,294_Q02540_2365_2.jpg,294_Q02540_2365_3.jpg,Learn the names of some flowering plants.
Show me teddy bears made by Gund.,F0605,255,teddy bears,255_Q00560_3107_1.jpg,255_Q00560_3107_2.jpg,255_Q00560_3107_3.jpg,255_Q00156_730_1.jpg,255_Q00156_730_2.jpg,255_Q00156_730_3.jpg,255_Q04229_287_1.jpg,255_Q04229_287_2.jpg,255_Q04229_287_3.jpg,Find information about all teddy bears made by GUND.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q04466_524_1.jpg,278_Q04466_524_2.jpg,278_Q04466_524_3.jpg,278_Q00320_3500_1.jpg,278_Q00320_3500_2.jpg,278_Q00320_3500_3.jpg,Find videos of Mister Rogers' television show.
Find recipes for a ketogenic diet,F0704,281,ketogenic diet,281_Q02281_1419_1.jpg,281_Q02281_1419_2.jpg,281_Q02281_1419_3.jpg,281_Q05215_1273_1.jpg,281_Q05215_1273_2.jpg,281_Q05215_1273_3.jpg,281_Q02388_1472_1.jpg,281_Q02388_1472_2.jpg,281_Q02388_1472_3.jpg,Gather recipes that align with a specific dietary approach.
Find giant teddy bears.,F0606,255,teddy bears,255_Q00156_730_1.jpg,255_Q00156_730_2.jpg,255_Q00156_730_3.jpg,255_Q02490_1986_1.jpg,255_Q02490_1986_2.jpg,255_Q02490_1986_3.jpg,255_Q03069_3211_1.jpg,255_Q03069_3211_2.jpg,255_Q03069_3211_3.jpg,The user is interested in very large teddy bears.
Find basic information about the dangers of asbestos.,F0076,117,dangers of asbestos,117_Q05122_1180_1.jpg,117_Q05122_1180_2.jpg,117_Q05122_1180_3.jpg,117_Q00033_1642_1.jpg,117_Q00033_1642_2.jpg,117_Q00033_1642_3.jpg,117_Q02343_2480_1.jpg,117_Q02343_2480_2.jpg,117_Q02343_2480_3.jpg,"Find basic information about the dangers of asbestos, including the health risks of living in a home with asbestos insulation."
What is altitude sickness?,F0755,297,altitude sickness,297_Q01824_1090_1.jpg,297_Q01824_1090_2.jpg,297_Q01824_1090_3.jpg,297_Q02020_2433_1.jpg,297_Q02020_2433_2.jpg,297_Q02020_2433_3.jpg,297_Q04658_716_1.jpg,297_Q04658_716_2.jpg,297_Q04658_716_3.jpg,Learn about the science behind altitude sickness.
Find information about golf schools.,F0671,274,golf instruction,274_Q01976_2356_1.jpg,274_Q01976_2356_2.jpg,274_Q01976_2356_3.jpg,274_Q00319_3011_1.jpg,274_Q00319_3011_2.jpg,274_Q00319_3011_3.jpg,274_Q01367_436_1.jpg,274_Q01367_436_2.jpg,274_Q01367_436_3.jpg,Finding information about golf schools to become a golf instructor.
What is the difference between 401k and 403b retirement plans?,F0204,151,403b,151_Q03348_3475_1.jpg,151_Q03348_3475_2.jpg,151_Q03348_3475_3.jpg,151_Q01576_2874_1.jpg,151_Q01576_2874_2.jpg,151_Q01576_2874_3.jpg,151_Q04004_62_1.jpg,151_Q04004_62_2.jpg,151_Q04004_62_3.jpg,Learn about the differences between a 403b and a 401k.
How do you tie a Windsor knot?,F0752,295,how to tie a windsor knot,295_Q03641_3546_1.jpg,295_Q03641_3546_2.jpg,295_Q03641_3546_3.jpg,295_Q02101_1467_1.jpg,295_Q02101_1467_2.jpg,295_Q02101_1467_3.jpg,295_Q05251_1309_1.jpg,295_Q05251_1309_2.jpg,295_Q05251_1309_3.jpg,See step-by-step instructions on how to tie a Windsor knot.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q02482_1859_1.jpg,294_Q02482_1859_2.jpg,294_Q02482_1859_3.jpg,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q01975_3121_1.jpg,294_Q01975_3121_2.jpg,294_Q01975_3121_3.jpg,Explore the types of flowering plants available.
How does a septic system work?,F0229,158,septic system design,158_Q00005_2388_1.jpg,158_Q00005_2388_2.jpg,158_Q00005_2388_3.jpg,158_Q01783_2694_1.jpg,158_Q01783_2694_2.jpg,158_Q01783_2694_3.jpg,158_Q01054_2343_1.jpg,158_Q01054_2343_2.jpg,158_Q01054_2343_3.jpg,"To learn about how a septic system operates, particularly regarding its layout options."
What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,Exploring surgical options for carpal tunnel syndrome.
What hobby stores carry trains?,F0259,164,hobby stores,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,164_Q05263_1321_1.jpg,164_Q05263_1321_2.jpg,164_Q05263_1321_3.jpg,164_Q01869_3355_1.jpg,164_Q01869_3355_2.jpg,164_Q01869_3355_3.jpg,"Finding hobby stores that carry trains, including both physical locations and online options."
Find information on tornado shelters.,F0640,265,F5 tornado,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,The user is interested in exploring options related to tornado shelters and finding information about them.
"What services/facilities does the Ontario, CA airport offer?",F0416,200,ontario california airport,200_Q01568_1565_1.jpg,200_Q01568_1565_2.jpg,200_Q01568_1565_3.jpg,200_Q04462_520_1.jpg,200_Q04462_520_2.jpg,200_Q04462_520_3.jpg,200_Q04465_523_1.jpg,200_Q04465_523_2.jpg,200_Q04465_523_3.jpg,"Learn about the facilities and services available at the Ontario, California airport."
What surgical options are used to treat BPH?,F0440,207,bph treatment,207_Q03627_328_1.jpg,207_Q03627_328_2.jpg,207_Q03627_328_3.jpg,207_Q01935_74_1.jpg,207_Q01935_74_2.jpg,207_Q01935_74_3.jpg,207_Q03918_2566_1.jpg,207_Q03918_2566_2.jpg,207_Q03918_2566_3.jpg,"The user is interested in exploring various treatment options for BPH, specifically by talking to a doctor about surgical options."
