id,facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,query
4465,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,Curious about the extent of damage caused by an F5 tornado.
4466,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,View visuals of powerful tornadoes.
4467,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,Interested in learning about the top speed and intensities of F5 tornadoes.
4468,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,The user is interested in understanding the impact and damage potential of an F5 tornado.
4469,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,Learn about the impacts and casualties caused by F5 tornadoes.
4470,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,"Learn more about tornadoes, including their characteristics and behavior."
4471,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,Inquire about the top speed of F5 tornadoes.
4472,What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,Curious about the potential impacts and consequences of severe tornadoes.
4473,Where is tornado alley?,F0638,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,"Learn more about tornado speeds, specifically focusing on F5 tornadoes."
4474,Where is tornado alley?,F0638,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,The user is interested in storm patterns and their effects in certain regions.
4475,Where is tornado alley?,F0638,265,F5 tornado,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Understanding the potential impact of severe weather events.
4476,Where is tornado alley?,F0638,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,The user is interested in learning about tornadoes.
4477,Where is tornado alley?,F0638,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,The user is curious about the general speed of an F5 tornado in a region known for tornadoes.
4478,Where is tornado alley?,F0638,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,Understanding the general location and characteristics of regions that commonly experience tornadoes.
4479,Where is tornado alley?,F0638,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,Learn about the general regions known for frequent tornadoes.
4480,Where is tornado alley?,F0638,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,Interested in information about the geographical areas known for tornadoes.
4481,Where is tornado alley?,F0638,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,Learn more about tornadoes and their overall impact.
4482,Where is tornado alley?,F0638,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,Interested in learning about measuring an F5 tornado.
4483,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,Understand the features and impact of an F5 tornado.
4484,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Understanding the impact of severe weather events.
4485,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,The user is interested in seeing examples of the damage caused by an F5 tornado.
4486,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,Understanding the impact of severe weather phenomena like tornadoes.
4487,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,The user is interested in learning about the most devastating tornadoes and understanding the levels of damage caused by different tornadoes.
4488,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,Locate tornado shelters specific to each type and assess their potential impact.
4489,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,Learn about the impacts and effects of F5 tornados.
4490,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,Not interested in exploring other types of tornadoes.
4491,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg,"Understanding the impacts of severe weather events, particularly the effects of stronger tornadoes."
4492,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,Locate tornado shelters and assess their effectiveness.
4493,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,Understanding the effects of severe weather events like tornadoes through video content.
4494,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,Understanding the impacts of extreme weather events.
4495,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Understand the impact of the most devastating tornadoes.
4496,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Understanding the impact of severe weather events.
4497,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Learn about the most devastating tornadoes and their impacts.
4498,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,Understand the impact and effects caused by severe tornadoes.
4499,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,The user is seeking information on the impact and consequences of the most devastating tornadoes.
4500,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,Learn about the effects and consequences of tornadoes through videos of F5 tornadoes.
4501,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Understanding the impact of severe weather events and learning about the most devastating tornadoes.
4502,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,Interested in the effects and damage associated with a specific tornado category.
4503,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,User is interested in assessing the impact of severe weather events through maps showing the locations of F5 tornadoes.
4504,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,View images of damage caused by an F5 tornado.
4505,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,Understanding the impact of F5 tornadoes.
4506,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,Understanding the impact of extreme weather events.
4507,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,Locate tornado shelters for safety during severe weather.
4508,What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,Learn about the effects of F5 tornadoes.
4509,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Find tornado shelters in their area.
4510,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Interested in finding shelters specifically designed for tornado safety.
4511,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,Learn about shelters for protection against F5 tornadoes.
4512,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,Understanding options for tornado shelters.
4513,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Exploring tornado safety shelters.
4514,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,The user is inquiring about the number of victims caused by an F5 tornado and expressing concern about safety measures.
4515,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,Gather information on a specific type of shelter related to tornado scenarios.
4516,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,Understanding tornado preparedness and the benefits of shelters.
4517,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,Understanding shelter options for tornado safety.
4518,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,Ensuring safety during severe weather events.
4519,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,The user is curious about tornado safety measures and wants to explore the topic.
4520,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,The user is interested in the impact of F5 tornadoes in terms of the number of victims they have caused and is mindful of safety measures during such events.
4521,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,The user is interested in details related to a specific type of safety structure for F5 tornadoes.
4522,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,Gathering information about tornado shelters.
4523,Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,The user is not interested in maps showing the locations of F5 tornados.
4524,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Learning about tornado classification.
4525,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,The user is interested in learning more about famous F5 tornadoes.
4526,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,The user is interested in understanding more about tornado classifications.
4527,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,The user's intent is to learn about tornado classifications and characteristics.
4528,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Understanding the characteristics and classifications of F5 tornados.
4529,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Understanding the characteristics of tornadoes.
4530,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,The user is expressing a general interest in famous F5 tornadoes.
4531,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,The user is interested in learning about specific famous F5 tornadoes.
4532,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,Researching a specific aspect of tornadoes.
4533,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,The user has a general interest in extreme weather phenomena and is seeking information about locations where tornadoes can occur.
4534,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Understanding tornado classifications.
4535,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,Learn about the damages caused by F5 tornadoes.
4536,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,The user's intent is to learn more about a specific famous F5 tornado event.
4537,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Understand the characteristics of F5 tornadoes.
4538,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,The user wants to know the number of victims caused by an F5 tornado.
4539,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,The user is interested in learning about where tornadoes can occur.
4540,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Learn about specific famous F5 tornado events.
4541,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,The user is interested in learning about the wind speeds of famous F5 tornadoes.
4542,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,Curious about learning more about specific famous F5 tornadoes.
4543,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Exploring information related to tornado categories and their wind speeds for better understanding.
4544,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,Learning about tornadoes in general.
4545,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,"Express interest in learning about the impact and statistics related to F5 tornadoes, particularly focusing on the number of victims."
4546,What are the symptoms of a heart attack in both men and women?,F0642,266,symptoms of heart attack,266_Q04790_848_1.jpg,266_Q04790_848_2.jpg,266_Q04790_848_3.jpg,266_Q03573_1842_1.jpg,266_Q03573_1842_2.jpg,266_Q03573_1842_3.jpg,Understanding the signs and symptoms of a specific health issue.
4547,What are the symptoms of a heart attack in both men and women?,F0642,266,symptoms of heart attack,266_Q03435_342_1.jpg,266_Q03435_342_2.jpg,266_Q03435_342_3.jpg,266_Q03573_1842_1.jpg,266_Q03573_1842_2.jpg,266_Q03573_1842_3.jpg,Learning about heart attack symptoms in different genders.
4548,What are the lyrics to the song Feliz Navidad?,F0643,267,feliz navidad lyrics,267_Q04396_454_1.jpg,267_Q04396_454_2.jpg,267_Q04396_454_3.jpg,267_Q04394_452_1.jpg,267_Q04394_452_2.jpg,267_Q04394_452_3.jpg,Find a printable version of Feliz Navidad lyrics.
4549,How is running beneficial to the health of the human body?,F0644,268,benefits of running,268_Q04560_618_1.jpg,268_Q04560_618_2.jpg,268_Q04560_618_3.jpg,268_Q03579_2049_1.jpg,268_Q03579_2049_2.jpg,268_Q03579_2049_3.jpg,Learn about the impact of running on health.
4550,How is running beneficial to the health of the human body?,F0644,268,benefits of running,268_Q00039_2641_1.jpg,268_Q00039_2641_2.jpg,268_Q00039_2641_3.jpg,268_Q04555_613_1.jpg,268_Q04555_613_2.jpg,268_Q04555_613_3.jpg,Interested in understanding the broader impacts of running.
4551,How is running beneficial to the health of the human body?,F0644,268,benefits of running,268_Q01959_1133_1.jpg,268_Q01959_1133_2.jpg,268_Q01959_1133_3.jpg,268_Q04555_613_1.jpg,268_Q04555_613_2.jpg,268_Q04555_613_3.jpg,Learn about the additional advantages of running beyond longevity.
4552,How is running beneficial to the health of the human body?,F0644,268,benefits of running,268_Q04556_614_1.jpg,268_Q04556_614_2.jpg,268_Q04556_614_3.jpg,268_Q00029_2107_1.jpg,268_Q00029_2107_2.jpg,268_Q00029_2107_3.jpg,Exploring the overall benefits of running beyond physical health.
4553,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,269_Q03344_2738_1.jpg,269_Q03344_2738_2.jpg,269_Q03344_2738_3.jpg,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg,Learn more about the schools.
4554,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,269_Q03344_2738_1.jpg,269_Q03344_2738_2.jpg,269_Q03344_2738_3.jpg,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg,Learn more specific information about school enrollment.
4555,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,269_Q02387_2979_1.jpg,269_Q02387_2979_2.jpg,269_Q02387_2979_3.jpg,269_Q02993_3503_1.jpg,269_Q02993_3503_2.jpg,269_Q02993_3503_3.jpg,Gather more information about schools.
4556,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,269_Q02993_3503_1.jpg,269_Q02993_3503_2.jpg,269_Q02993_3503_3.jpg,269_Q03959_17_1.jpg,269_Q03959_17_2.jpg,269_Q03959_17_3.jpg,Exploring employment opportunities.
4557,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg,269_Q03960_18_1.jpg,269_Q03960_18_2.jpg,269_Q03960_18_3.jpg,Find information related to the school calendar in Marshall County.
4558,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,269_Q03135_574_1.jpg,269_Q03135_574_2.jpg,269_Q03135_574_3.jpg,269_Q02387_2979_1.jpg,269_Q02387_2979_2.jpg,269_Q02387_2979_3.jpg,Requesting a list of schools in Marshall County for more information about specific schools in the area.
4559,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,269_Q03742_3538_1.jpg,269_Q03742_3538_2.jpg,269_Q03742_3538_3.jpg,269_Q03963_21_1.jpg,269_Q03963_21_2.jpg,269_Q03963_21_3.jpg,Learn about the school calendar for Marshall County schools.
