id,facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,query
3039,What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,Inquire about surgical options for correcting carpal tunnel syndrome.
3040,What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,Learn about surgery options for correcting carpal tunnel syndrome.
3041,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,Understanding recovery outcomes and prospects for carpal tunnel syndrome surgical patients.
3042,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Assessing the recovery prospects for carpal tunnel syndrome surgical patients.
3043,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,The user wants to understand the recovery prospects and post-surgery experiences for carpal tunnel syndrome surgical patients.
3044,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,Learn about the recovery process for patients of CTS surgery.
3045,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,The user is interested in understanding recovery from carpal tunnel syndrome surgery.
3046,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,Understanding the recovery prospects and post-surgical treatments for patients with carpal tunnel syndrome.
3047,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Understanding the recovery process for carpal tunnel syndrome surgical patients.
3048,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,Understand the recovery prospects for carpal tunnel syndrome surgical treatments.
3049,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,The user is interested in understanding the chances of recovering from carpal tunnel syndrome.
3050,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,The user is interested in the recovery prospects for surgical patients with carpal tunnel syndrome (CTS).
3051,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,Understanding the recovery prospects and outcomes for patients after carpal tunnel surgery.
3052,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,To know the recovery process for patients of CTS surgery.
3053,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Explore recovery prospects for carpal tunnel syndrome surgical patients.
3054,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,Understand the recovery prospects for carpal tunnel syndrome surgical patients.
3055,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,Understanding the recovery prospects of surgical procedures for carpal tunnel syndrome.
3056,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,Interested in learning about the recovery prospects after carpal tunnel surgery.
3057,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Know the recovery prospects for carpal tunnel syndrome (CTS) surgical patients.
3058,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,Learn about recovery and outcomes related to carpal tunnel syndrome surgery.
3059,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,Learn about recovery prospects for CTS surgical patients.
3060,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,Understanding the recovery process for carpal tunnel syndrome patients.
3061,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,Learn about the recovery prospects and outcomes for carpal tunnel syndrome (CTS) surgical patients.
3062,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,The user's intent is to know about recovery after carpal tunnel syndrome surgery.
3063,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,Understanding the recovery outcomes for surgical patients with carpal tunnel syndrome.
3064,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,Curious about the overall recovery process after surgery for carpal tunnel syndrome.
3065,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,The user is interested in understanding the recovery prospects for carpal tunnel syndrome surgical patients.
3066,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,Understanding the recovery prospects for carpal tunnel syndrome (CTS) surgical patients.
3067,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,Understanding the recovery prospects for CTS surgical patients.
3068,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,Learn about the recovery process after carpal tunnel syndrome surgery.
3069,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,"Understanding recovery and outcomes for surgery, specifically for carpal tunnel syndrome."
3070,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,The user is interested in learning about treatments that follow surgery for carpal tunnel syndrome.
3071,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,Understanding the recovery outcomes for patients undergoing a specific type of surgery for carpal tunnel syndrome.
3072,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,Understanding recovery outcomes for carpal tunnel syndrome surgery.
3073,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Understanding the recovery process after surgery for carpal tunnel syndrome (CTS).
3074,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,Understanding the recovery process and chances of recovery from carpal tunnel syndrome surgery.
3075,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,Curious about the surgical options for carpal tunnel syndrome and interested in knowing the recovery prospects for CTS surgical patients.
3076,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,Interested in the potential outcomes and recovery from carpal tunnel syndrome surgery.
3077,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,The user is interested in exploring the recovery process and chances of recovering from carpal tunnel syndrome.
3078,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,Understanding the recovery and outcomes of surgery for carpal tunnel syndrome.
3079,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,Understanding the recovery prospects for carpal tunnel syndrome surgical patients.
3080,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,Understanding the recovery process for patients undergoing carpal tunnel surgery.
3081,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,The user is interested in exploring specific details about the recovery prospects for carpal tunnel syndrome surgical patients.
3082,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,The intent is to seek information about the recovery prospects after carpal tunnel surgery.
3083,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,The user is interested in understanding the recovery prospects for Carpal Tunnel Syndrome surgical patients.
3084,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,Understanding surgical outcomes and recovery from carpal tunnel syndrome surgery.
3085,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,The user is interested in understanding the outcomes and recovery experiences of patients who undergo surgery for carpal tunnel syndrome.
3086,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,The user is interested in understanding activities related to carpal tunnel syndrome and is curious about the outcomes for those who undergo surgery.
3087,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,Understanding the recovery prospects from surgical procedures for carpal tunnel syndrome.
3088,What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,Understanding recovery prospects for carpal tunnel syndrome surgical patients.
3089,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q02705_2849_1.jpg,214_Q02705_2849_2.jpg,214_Q02705_2849_3.jpg,214_Q01562_13_1.jpg,214_Q01562_13_2.jpg,214_Q01562_13_3.jpg,Understand the U.S. capital gains tax rate and its breakdowns.
3090,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q03474_2102_1.jpg,214_Q03474_2102_2.jpg,214_Q03474_2102_3.jpg,214_Q03046_3687_1.jpg,214_Q03046_3687_2.jpg,214_Q03046_3687_3.jpg,The user is seeking information about capital gains tax rates and how they are broken down.
3091,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q02756_3252_1.jpg,214_Q02756_3252_2.jpg,214_Q02756_3252_3.jpg,214_Q01769_3567_1.jpg,214_Q01769_3567_2.jpg,214_Q01769_3567_3.jpg,Gather information on the US capital gains tax rate and its breakdown.
3092,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q02705_2849_1.jpg,214_Q02705_2849_2.jpg,214_Q02705_2849_3.jpg,214_Q04202_260_1.jpg,214_Q04202_260_2.jpg,214_Q04202_260_3.jpg,Understanding the composition and breakdown of the US capital gains tax rate.
3093,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q01562_13_1.jpg,214_Q01562_13_2.jpg,214_Q01562_13_3.jpg,214_Q02742_1598_1.jpg,214_Q02742_1598_2.jpg,214_Q02742_1598_3.jpg,The user's intent is to learn about the capital gains tax on real estate.
3094,What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q02756_3252_1.jpg,214_Q02756_3252_2.jpg,214_Q02756_3252_3.jpg,214_Q01769_3567_1.jpg,214_Q01769_3567_2.jpg,214_Q01769_3567_3.jpg,Understanding the structure of the U.S. capital gains tax rate.
3095,Find the phone numbers for units within the Maryland Department of Natural Resources.,F0482,215,maryland department of natural resources,215_Q02218_3484_1.jpg,215_Q02218_3484_2.jpg,215_Q02218_3484_3.jpg,215_Q05219_1277_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,Finding phone numbers for divisions within the Maryland Department of Natural Resources.
3096,Find the phone numbers for units within the Maryland Department of Natural Resources.,F0482,215,maryland department of natural resources,215_Q00336_1734_1.jpg,215_Q00336_1734_2.jpg,215_Q00336_1734_3.jpg,215_Q03327_1443_1.jpg,215_Q03327_1443_2.jpg,215_Q03327_1443_3.jpg,"Gather contact information, specifically phone numbers, for units within the Maryland Department of Natural Resources."
3097,Find the phone numbers for units within the Maryland Department of Natural Resources.,F0482,215,maryland department of natural resources,215_Q02218_3484_1.jpg,215_Q02218_3484_2.jpg,215_Q02218_3484_3.jpg,215_Q03327_1443_1.jpg,215_Q03327_1443_2.jpg,215_Q03327_1443_3.jpg,Get phone numbers of specific units within the Maryland Department of Natural Resources.
3098,Find the phone numbers for units within the Maryland Department of Natural Resources.,F0482,215,maryland department of natural resources,215_Q02218_3484_1.jpg,215_Q02218_3484_2.jpg,215_Q02218_3484_3.jpg,215_Q05219_1277_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,Gather specific contact information related to certain units of the Maryland Department of Natural Resources.
3099,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q03623_2669_1.jpg,215_Q03623_2669_2.jpg,215_Q03623_2669_3.jpg,215_Q05216_1274_1.jpg,215_Q05216_1274_2.jpg,215_Q05216_1274_3.jpg,Get information on obtaining a fishing license in Maryland.
3100,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q02790_2125_1.jpg,215_Q02790_2125_2.jpg,215_Q02790_2125_3.jpg,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,Obtaining a fishing-related license from the Maryland Department of Natural Resources.
3101,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q00381_130_1.jpg,215_Q00381_130_2.jpg,215_Q00381_130_3.jpg,215_Q05221_1279_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,Getting a fishing license from the Maryland Department of Natural Resources.
3102,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q03249_674_1.jpg,215_Q03249_674_2.jpg,215_Q03249_674_3.jpg,215_Q00257_2846_1.jpg,215_Q00257_2846_2.jpg,215_Q00257_2846_3.jpg,The user is interested in obtaining a fishing license in Maryland.
3103,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,215_Q03783_127_1.jpg,215_Q03783_127_2.jpg,215_Q03783_127_3.jpg,Obtain a Maryland fishing license.
3104,How do you get a Maryland fishing license?,F0483,215,maryland department of natural resources,215_Q02790_2125_1.jpg,215_Q02790_2125_2.jpg,215_Q02790_2125_3.jpg,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,How to get a fishing license in Maryland.
3105,What information is available about Maryland parks and recreation?,F0484,215,maryland department of natural resources,215_Q02218_3484_1.jpg,215_Q02218_3484_2.jpg,215_Q02218_3484_3.jpg,215_Q03623_2669_1.jpg,215_Q03623_2669_2.jpg,215_Q03623_2669_3.jpg,Gather information about the Maryland Parks and Recreation Department.
3106,What information is available about Maryland parks and recreation?,F0484,215,maryland department of natural resources,215_Q00336_1734_1.jpg,215_Q00336_1734_2.jpg,215_Q00336_1734_3.jpg,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,The user is interested in general information about Maryland parks and recreation.
3107,What information is available about Maryland parks and recreation?,F0484,215,maryland department of natural resources,215_Q05221_1279_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,215_Q00381_130_1.jpg,215_Q00381_130_2.jpg,215_Q00381_130_3.jpg,Learn about parks and recreation in Maryland.
3108,What information is available about Maryland parks and recreation?,F0484,215,maryland department of natural resources,215_Q02218_3484_1.jpg,215_Q02218_3484_2.jpg,215_Q02218_3484_3.jpg,215_Q03623_2669_1.jpg,215_Q03623_2669_2.jpg,215_Q03623_2669_3.jpg,Interested in information about the Maryland Parks and Recreation Department.
3109,What information is available about Maryland parks and recreation?,F0484,215,maryland department of natural resources,215_Q03249_674_1.jpg,215_Q03249_674_2.jpg,215_Q03249_674_3.jpg,215_Q05219_1277_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,Interested in general information about the Maryland Department of Natural Resources officials.
3110,What are the dates for Maryland hunting season?,F0485,215,maryland department of natural resources,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,215_Q03252_1291_1.jpg,215_Q03252_1291_2.jpg,215_Q03252_1291_3.jpg,Find information on Maryland hunting season dates.
3111,What are the dates for Maryland hunting season?,F0485,215,maryland department of natural resources,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,215_Q03252_1291_1.jpg,215_Q03252_1291_2.jpg,215_Q03252_1291_3.jpg,Find dates for Maryland hunting season.
3112,What are the dates for Maryland hunting season?,F0485,215,maryland department of natural resources,215_Q03249_674_1.jpg,215_Q03249_674_2.jpg,215_Q03249_674_3.jpg,215_Q02790_2125_1.jpg,215_Q02790_2125_2.jpg,215_Q02790_2125_3.jpg,Looking for the dates for Maryland hunting season.
3113,Find information about the Maryland Department of Natural Resources police.,F0486,215,maryland department of natural resources,215_Q05216_1274_1.jpg,215_Q05216_1274_2.jpg,215_Q05216_1274_3.jpg,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,Learn more about the Maryland Department of Natural Resources Police.
3114,Find information about the Maryland Department of Natural Resources police.,F0486,215,maryland department of natural resources,215_Q05216_1274_1.jpg,215_Q05216_1274_2.jpg,215_Q05216_1274_3.jpg,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,Explore details about the Maryland Department of Natural Resources Police.
3115,Find information about the Maryland Department of Natural Resources police.,F0486,215,maryland department of natural resources,215_Q00257_2846_1.jpg,215_Q00257_2846_2.jpg,215_Q00257_2846_3.jpg,215_Q03783_127_1.jpg,215_Q03783_127_2.jpg,215_Q03783_127_3.jpg,Exploring general information about the Maryland Department of Natural Resources.
3116,Find Maryland DNR fishing reports.,F0487,215,maryland department of natural resources,215_Q02285_230_1.jpg,215_Q02285_230_2.jpg,215_Q02285_230_3.jpg,215_Q03249_674_1.jpg,215_Q03249_674_2.jpg,215_Q03249_674_3.jpg,The user wants the fishing reports from the Maryland Department of Natural Resources.
3117,Find Maryland DNR fishing reports.,F0487,215,maryland department of natural resources,215_Q03249_674_1.jpg,215_Q03249_674_2.jpg,215_Q03249_674_3.jpg,215_Q05216_1274_1.jpg,215_Q05216_1274_2.jpg,215_Q05216_1274_3.jpg,The user's intent is to get more information about the fishing reports provided by the Maryland DNR.
3118,Find Maryland DNR fishing reports.,F0487,215,maryland department of natural resources,215_Q03623_2669_1.jpg,215_Q03623_2669_2.jpg,215_Q03623_2669_3.jpg,215_Q00336_1734_1.jpg,215_Q00336_1734_2.jpg,215_Q00336_1734_3.jpg,The user is interested in finding Maryland DNR fishing reports.
3119,Find Maryland DNR fishing reports.,F0487,215,maryland department of natural resources,215_Q05219_1277_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,215_Q03783_127_1.jpg,215_Q03783_127_2.jpg,215_Q03783_127_3.jpg,Gather information on fishing activities and read fishing reports from the Maryland Department of Natural Resources.
3120,Find Maryland DNR fishing reports.,F0487,215,maryland department of natural resources,215_Q05219_1277_1.jpg,215_Q05219_1277_2.jpg,215_Q05216_1274_3.jpg,215_Q00381_130_1.jpg,215_Q00381_130_2.jpg,215_Q00381_130_3.jpg,The user is interested in obtaining the fishing report from the Maryland Department of Natural Resources.
3121,What movies has Nicolas Cage appeared in?,F0488,216,nicolas cage movies,216_Q00109_345_1.jpg,216_Q00109_345_2.jpg,216_Q00109_345_3.jpg,216_Q03974_32_1.jpg,216_Q03974_32_2.jpg,216_Q03974_32_3.jpg,Learn about Nicolas Cage's top movies and the award he won.
3122,What movies has Nicolas Cage appeared in?,F0488,216,nicolas cage movies,216_Q03813_2584_1.jpg,216_Q03813_2584_2.jpg,216_Q03813_2584_3.jpg,216_Q02556_3714_1.jpg,216_Q02556_3714_2.jpg,216_Q02556_3714_3.jpg,Show me a complete list of Nicolas Cage movies.
3123,What movies has Nicolas Cage appeared in?,F0488,216,nicolas cage movies,216_Q03905_3282_1.jpg,216_Q03905_3282_2.jpg,216_Q03905_3282_3.jpg,216_Q00619_254_1.jpg,216_Q00619_254_2.jpg,216_Q00619_254_3.jpg,Wants a filmography of all Nicolas Cage's movies.
3124,What movies has Nicolas Cage appeared in?,F0488,216,nicolas cage movies,216_Q03905_3282_1.jpg,216_Q03905_3282_2.jpg,216_Q03905_3282_3.jpg,216_Q03839_48_1.jpg,216_Q03839_48_2.jpg,216_Q03839_48_3.jpg,The user is interested in details about the top ten most popular Nicolas Cage movies and information on which movies he has appeared in.
