facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,query
Find mopeds for sale.,F0296,170,scooters,170_Q01170_3157_1.jpg,170_Q01170_3157_2.jpg,170_Q01170_3157_3.jpg,170_Q04446_504_1.jpg,170_Q04446_504_2.jpg,170_Q04446_504_3.jpg,170_Q02669_3533_1.jpg,170_Q02669_3533_2.jpg,170_Q02669_3533_3.jpg,The user is not interested in renting a scooter.
What were the causes of the American revolutionary war?,F0631,260,the american revolutionary,260_Q01771_3565_1.jpg,260_Q01771_3565_2.jpg,260_Q01771_3565_3.jpg,260_Q03956_14_1.jpg,260_Q03956_14_2.jpg,260_Q03956_14_3.jpg,260_Q02772_1924_1.jpg,260_Q02772_1924_2.jpg,260_Q02772_1924_3.jpg,The user wants to avoid information about war battles.
Find information on shoeing horses and horseshoe problems.,F0862,51,horse hooves,51_Q04124_182_1.jpg,51_Q04124_182_2.jpg,51_Q04124_182_3.jpg,51_Q03388_351_1.jpg,51_Q03388_351_2.jpg,51_Q03388_351_3.jpg,51_Q04121_179_1.jpg,51_Q04121_179_2.jpg,51_Q04121_179_3.jpg,Learn about shoeing horses.
Find information about home theater receivers.,F0470,212,home theater systems,212_Q01403_869_1.jpg,212_Q01403_869_2.jpg,212_Q01403_869_3.jpg,212_Q01165_234_1.jpg,212_Q01165_234_2.jpg,212_Q01165_234_3.jpg,212_Q04242_300_1.jpg,212_Q04242_300_2.jpg,212_Q04242_300_3.jpg,The user is not focused on comparing sizes of home theater systems.
Who are the main online competitors of the University of Phoenix?,F0223,156,university of phoenix,156_Q02847_28_1.jpg,156_Q02847_28_2.jpg,156_Q02847_28_3.jpg,156_Q01611_3111_1.jpg,156_Q01611_3111_2.jpg,288_Q03105_3110_3.jpg,156_Q05587_1645_1.jpg,156_Q05587_1645_2.jpg,156_Q05587_1645_3.jpg,Discuss potential majors.
rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q02843_417_1.jpg,137_Q02843_417_2.jpg,137_Q02843_417_3.jpg,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,The user is seeking information on local rock and gem shows.
What training is required to become a paralegal?,F0301,172,becoming a paralegal,172_Q02377_3078_1.jpg,172_Q02377_3078_2.jpg,172_Q02377_3078_3.jpg,172_Q04309_367_1.jpg,172_Q04309_367_2.jpg,172_Q04309_367_3.jpg,172_Q04307_365_1.jpg,172_Q04307_365_2.jpg,172_Q04307_365_3.jpg,Learn about the roles and duties of a paralegal.
product reviews for electronic skeet shooting games,F0140,134,electronic skeet shoot,134_Q01417_1359_1.jpg,134_Q01417_1359_2.jpg,134_Q01417_1359_3.jpg,134_Q03902_755_1.jpg,134_Q03902_755_2.jpg,134_Q03902_755_3.jpg,134_Q04863_921_1.jpg,134_Q04863_921_2.jpg,134_Q04863_921_3.jpg,The user is not interested in knowing about it.
Where can I buy teddy bears wholesale?,F0608,255,teddy bears,255_Q00156_730_1.jpg,255_Q00156_730_2.jpg,255_Q00156_730_3.jpg,255_Q00845_3375_1.jpg,255_Q00845_3375_2.jpg,255_Q00845_3375_3.jpg,255_Q01140_1069_1.jpg,255_Q01140_1069_2.jpg,255_Q01140_1069_3.jpg,The user is not interested in books about teddy bears.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,The user is not interested in learning more about the risk factors.
I want to buy a road map of Brazil.,F0052,110,map of brazil,110_Q02748_877_1.jpg,110_Q02748_877_2.jpg,110_Q02748_877_3.jpg,110_Q03829_2093_1.jpg,110_Q03829_2093_2.jpg,110_Q03829_2093_3.jpg,110_Q01730_3663_1.jpg,110_Q01730_3663_2.jpg,110_Q01730_3663_3.jpg,Find information about a city in Brazil.
"Provide information on the city of Little Rock, Arkansas.",F0257,163,arkansas,163_Q04281_339_1.jpg,163_Q04281_339_2.jpg,163_Q04281_339_3.jpg,163_Q03779_343_1.jpg,163_Q03779_343_2.jpg,163_Q03779_343_3.jpg,163_Q02226_1989_1.jpg,163_Q02226_1989_2.jpg,163_Q02226_1989_3.jpg,Find something other than popular restaurants.
How is CTS treated?,F0474,213,carpal tunnel syndrome,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,The user is not expressing any intent related to the symptoms of carpal tunnel syndrome.
I want to fill in the customer satisfaction survey about my interaction with a Tennessee Highway Patrol State Trooper.,F0200,150,tn highway patrol,150_Q00262_1496_1.jpg,150_Q00262_1496_2.jpg,150_Q00262_1496_3.jpg,150_Q00563_1665_1.jpg,150_Q00563_1665_2.jpg,150_Q00563_1665_3.jpg,150_Q04408_466_1.jpg,150_Q04408_466_2.jpg,150_Q04408_466_3.jpg,The user has no intent to know the average salary of an employee of the Tennessee Highway Patrol.
Find information about the element iron (Fe).,F0882,55,iron,55_Q01143_2679_1.jpg,55_Q01143_2679_2.jpg,55_Q01143_2679_3.jpg,55_Q05362_1420_1.jpg,55_Q05362_1420_2.jpg,55_Q05362_1420_3.jpg,55_Q05358_1416_1.jpg,55_Q05358_1416_2.jpg,55_Q05358_1416_3.jpg,The user is not interested in buying an iron.
Find details regarding the casualties of the USS Cole bombing,F0676,275,uss cole,275_Q03721_402_1.jpg,275_Q03721_402_2.jpg,275_Q03721_402_3.jpg,275_Q00580_633_1.jpg,275_Q00580_633_2.jpg,275_Q00580_633_3.jpg,275_Q03460_3748_1.jpg,275_Q03460_3748_2.jpg,275_Q03460_3748_3.jpg,The user is not seeking information about the bombing of the USS Cole.
What is the history of the American revolutionary war?,F0632,260,the american revolutionary,260_Q03957_15_1.jpg,260_Q03957_15_2.jpg,260_Q03957_15_3.jpg,260_Q01771_3565_1.jpg,260_Q01771_3565_2.jpg,260_Q01771_3565_3.jpg,260_Q01000_1883_1.jpg,260_Q01000_1883_2.jpg,260_Q01000_1883_3.jpg,The user has no specific intent.
Show me teddy bears made by Gund.,F0605,255,teddy bears,255_Q00560_3107_1.jpg,255_Q00560_3107_2.jpg,255_Q00560_3107_3.jpg,255_Q01140_1069_1.jpg,255_Q01140_1069_2.jpg,255_Q01140_1069_3.jpg,255_Q00845_3375_1.jpg,255_Q00845_3375_2.jpg,255_Q00845_3375_3.jpg,The user is not seeking information about expensive teddy bears.
How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,213_Q05615_1673_1.jpg,213_Q05615_1673_2.jpg,213_Q05615_1673_3.jpg,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,Not interested in treatment options for carpal tunnel syndrome at this time.
Find crash diet plans that promise quick weight loss in a short period of time.,F0977,78,dieting,78_Q04353_411_1.jpg,78_Q04353_411_2.jpg,78_Q04353_411_3.jpg,78_Q03118_3643_1.jpg,78_Q03118_3643_2.jpg,78_Q03118_3643_3.jpg,78_Q00800_158_1.jpg,78_Q00800_158_2.jpg,78_Q00800_158_3.jpg,The user does not express any intent.
Which exercises can bring relief from CTS?,F0477,213,carpal tunnel syndrome,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,The user is not interested in learning about risk factors.
"What colleges or post-secondary institutions are in Porterville, CA?",F0234,159,porterville,159_Q00686_439_1.jpg,159_Q00686_439_2.jpg,159_Q00686_439_3.jpg,159_Q00630_1853_1.jpg,159_Q00630_1853_2.jpg,159_Q00630_1853_3.jpg,159_Q05533_1591_1.jpg,159_Q05533_1591_2.jpg,159_Q05533_1591_3.jpg,No specific intent to find a place.
What are the skiing possibilities in the Sangre de Cristo mountains?,F0741,291,sangre de cristo mountains,291_Q05188_1246_1.jpg,291_Q05188_1246_2.jpg,291_Q05188_1246_3.jpg,291_Q03114_3568_1.jpg,291_Q03114_3568_2.jpg,291_Q03114_3568_3.jpg,291_Q02154_2739_1.jpg,291_Q02154_2739_2.jpg,291_Q02154_2739_3.jpg,The user is not interested in receiving a map of the Sangre De Cristo Mountains.
Find quotes from Mister Rogers.,F0687,278,mister rogers,278_Q04466_524_1.jpg,278_Q04466_524_2.jpg,278_Q04466_524_3.jpg,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,Determine the user's level of interest in Tom Hanks' portrayal of Mr. Rogers.
How do you dispute credit report information?,F0358,185,credit report,185_Q01838_2406_1.jpg,185_Q01838_2406_2.jpg,185_Q01838_2406_3.jpg,185_Q02647_265_1.jpg,185_Q02647_265_2.jpg,185_Q02647_265_3.jpg,185_Q04873_931_1.jpg,185_Q04873_931_2.jpg,185_Q04873_931_3.jpg,No specific intent.
What is a ketogenic diet?,F0703,281,ketogenic diet,281_Q02092_3909_1.jpg,281_Q02092_3909_2.jpg,281_Q02092_3909_3.jpg,281_Q03919_3535_1.jpg,281_Q03919_3535_2.jpg,281_Q03919_3535_3.jpg,281_Q03025_2171_1.jpg,281_Q03025_2171_2.jpg,281_Q03025_2171_3.jpg,The user is not interested in losing weight.
"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg,Not interested in information about birds.
Find information about iron deficiencies.,F0883,55,iron,55_Q03454_1629_1.jpg,55_Q03454_1629_2.jpg,55_Q03454_1629_3.jpg,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg,55_Q05361_1419_1.jpg,55_Q05361_1419_2.jpg,55_Q05361_1419_3.jpg,The user is not interested in how iron is mined.
What restaurants use pink slime?,F0761,299,pink slime in ground beef,299_Q04758_816_1.jpg,299_Q04758_816_2.jpg,299_Q04758_816_3.jpg,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,299_Q01310_2581_1.jpg,299_Q01310_2581_2.jpg,299_Q01310_2581_3.jpg,The user is not interested in seeing photos of pink slime ground beef packaging.
How do I become a Pampered Chef consultant?,F0800,37,pampered chef,37_Q04621_679_1.jpg,37_Q04621_679_2.jpg,37_Q04621_679_3.jpg,37_Q04623_681_1.jpg,37_Q04623_681_2.jpg,37_Q04623_681_3.jpg,37_Q03295_853_1.jpg,37_Q03295_853_2.jpg,37_Q03295_853_3.jpg,The user is not interested in multi-level marketing information.
How are premature ventricular contractions treated?,F0937,68,pvc,68_Q00078_3298_1.jpg,68_Q00078_3298_2.jpg,68_Q00078_3298_3.jpg,68_Q04070_128_1.jpg,68_Q04070_128_2.jpg,68_Q04070_128_3.jpg,68_Q02866_3102_1.jpg,68_Q02866_3102_2.jpg,68_Q02866_3102_3.jpg,The user is not interested in pvc pipe information.
Who provides VOIP phone service?,F0368,188,internet phone service,188_Q01687_2990_1.jpg,188_Q01687_2990_2.jpg,188_Q01687_2990_3.jpg,188_Q01659_585_1.jpg,188_Q01659_585_2.jpg,188_Q01659_585_3.jpg,188_Q01646_3502_1.jpg,188_Q01646_3502_2.jpg,188_Q01646_3502_3.jpg,The user does not need technical support.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q00067_3026_1.jpg,278_Q00067_3026_2.jpg,278_Q00067_3026_3.jpg,278_Q00431_1417_1.jpg,278_Q00431_1417_2.jpg,278_Q00431_1417_3.jpg,278_Q00593_3079_1.jpg,278_Q00593_3079_2.jpg,278_Q00593_3079_3.jpg,To learn about Mister Rogers the show and the television personality.
Find the names of the victims of the USS Cole bombing.,F0679,275,uss cole,275_Q04031_89_1.jpg,275_Q04031_89_2.jpg,275_Q04031_89_3.jpg,275_Q03460_3748_1.jpg,275_Q03460_3748_2.jpg,275_Q03460_3748_3.jpg,275_Q02609_811_1.jpg,275_Q02609_811_2.jpg,275_Q02609_811_3.jpg,Clarify what is involved with seeing the commanding officer of the USS Cole.
What are the best places to find morel mushrooms growing?,F0711,284,where to find morel mushrooms,284_Q04486_544_1.jpg,284_Q04486_544_2.jpg,284_Q04486_544_3.jpg,284_Q02914_3427_1.jpg,284_Q02914_3427_2.jpg,284_Q02914_3427_3.jpg,284_Q01532_2580_1.jpg,284_Q01532_2580_2.jpg,284_Q01532_2580_3.jpg,The user is not looking for a map or information about finding morel mushrooms.
Where can I learn about rock painting or buy a rock-painting kit?,F0308,174,rock art,174_Q00058_2695_1.jpg,174_Q00058_2695_2.jpg,174_Q00058_2695_3.jpg,174_Q03440_1704_1.jpg,174_Q03440_1704_2.jpg,174_Q03440_1704_3.jpg,174_Q01804_448_1.jpg,174_Q01804_448_2.jpg,174_Q01804_448_3.jpg,The user has no plans to purchase specific tools.
"What tourist attractions are in Cass County, MO?",F0035,107,cass county missouri,107_Q03051_2988_1.jpg,107_Q03051_2988_2.jpg,107_Q03051_2988_3.jpg,107_Q01469_3576_1.jpg,107_Q01469_3576_2.jpg,107_Q01469_3576_3.jpg,107_Q00685_2871_1.jpg,107_Q00685_2871_2.jpg,107_Q00685_2871_3.jpg,Clarifying which part of Cass County is being discussed.
Find information on hip fractures in the elderly.,F0305,173,hip fractures,173_Q05441_1499_1.jpg,173_Q05441_1499_2.jpg,173_Q05441_1499_3.jpg,173_Q05444_1502_1.jpg,173_Q05444_1502_2.jpg,173_Q05444_1502_3.jpg,173_Q00140_2503_1.jpg,173_Q00140_2503_2.jpg,173_Q00140_2503_3.jpg,No intent.
What are the specifications of the PlayStation 2 console?,F0733,29,ps 2 games,29_Q00980_1701_1.jpg,29_Q00980_1701_2.jpg,29_Q00980_1701_3.jpg,29_Q00348_629_1.jpg,29_Q00348_629_2.jpg,29_Q00348_629_3.jpg,29_Q04895_953_1.jpg,29_Q04895_953_2.jpg,29_Q04895_953_3.jpg,The user is not looking for PS2 games prices.
How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,The user is not interested in learning about carpal tunnel syndrome symptoms.
Find vendors that sell computer memory upgrades.,F1000,83,memory,83_Q05012_1070_1.jpg,83_Q05012_1070_2.jpg,83_Q05012_1070_3.jpg,83_Q03110_188_1.jpg,83_Q03110_188_2.jpg,83_Q03110_188_3.jpg,83_Q05009_1067_1.jpg,83_Q05009_1067_2.jpg,83_Q05009_1067_3.jpg,The user is seeking clarification about what is being referred to.
Find tips and charts for counting calories while dieting.,F0976,78,dieting,78_Q02120_1572_1.jpg,78_Q02120_1572_2.jpg,78_Q02120_1572_3.jpg,78_Q01304_2723_1.jpg,78_Q01304_2723_2.jpg,78_Q01304_2723_3.jpg,78_Q03158_3217_1.jpg,78_Q03158_3217_2.jpg,78_Q03158_3217_3.jpg,The user is not interested in knowing if dieting is safe.
"""Find information about the movie """"Pink Floyd The Wall"""".""",F1042,92,the wall,92_Q01288_542_1.jpg,92_Q01288_542_2.jpg,92_Q01288_542_3.jpg,92_Q00114_1568_1.jpg,92_Q00114_1568_2.jpg,92_Q00114_1568_3.jpg,92_Q05257_1315_1.jpg,92_Q05257_1315_2.jpg,92_Q05257_1315_3.jpg,"The user is interested in information about the movie ""Pink Floyd The Wall."""
Find the names of the victims of the USS Cole bombing.,F0679,275,uss cole,275_Q04035_93_1.jpg,275_Q04035_93_2.jpg,275_Q04035_93_3.jpg,275_Q01560_1282_1.jpg,275_Q01560_1282_2.jpg,275_Q01560_1282_3.jpg,275_Q00303_1692_1.jpg,275_Q00303_1692_2.jpg,275_Q00303_1692_3.jpg,The user is not interested in viewing photos of the bombing of the USS Cole.
Find a list of the seven deadly sins.,F0532,231,what are the seven deadly sins,231_Q03691_2987_1.jpg,231_Q03691_2987_2.jpg,231_Q03691_2987_3.jpg,231_Q05545_1603_1.jpg,231_Q05545_1603_2.jpg,231_Q05545_1603_3.jpg,231_Q05542_1600_1.jpg,231_Q05542_1600_2.jpg,231_Q05542_1600_3.jpg,Understand where the seven deadly sins are discussed.
"""Find information about the Pink Floyd album, """"The Wall""""""",F1038,92,the wall,92_Q00225_1168_1.jpg,92_Q00225_1168_2.jpg,92_Q00225_1168_3.jpg,92_Q05253_1311_1.jpg,92_Q05253_1311_2.jpg,92_Q05253_1311_3.jpg,92_Q01276_3126_1.jpg,92_Q01276_3126_2.jpg,92_Q01276_3126_3.jpg,The user is not interested in hearing facts about the proposed border wall.
Find information about difficulty in swallowing caused by a lump in the throat.,F0551,237,lump in throat,237_Q01474_3752_1.jpg,237_Q01474_3752_2.jpg,237_Q01474_3752_3.jpg,237_Q03843_2499_1.jpg,237_Q03843_2499_2.jpg,237_Q03843_2499_3.jpg,237_Q03326_3292_1.jpg,237_Q03326_3292_2.jpg,237_Q03326_3292_3.jpg,The user is interested in understanding if a thyroid problem can cause a lump in the throat.
Find Barret's Esophagus studies performed at the Mayo Clinic.,F0603,254,barrett's esophagus,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q05603_1661_1.jpg,254_Q05603_1661_2.jpg,254_Q05603_1661_3.jpg,254_Q02677_2844_1.jpg,254_Q02677_2844_2.jpg,254_Q02677_2844_3.jpg,Finding studies on Barrett's esophagus at the Mayo Clinic.
What is altitude sickness?,F0755,297,altitude sickness,297_Q02083_142_1.jpg,297_Q02083_142_2.jpg,297_Q02083_142_3.jpg,297_Q04659_717_1.jpg,297_Q04659_717_2.jpg,297_Q04659_717_3.jpg,297_Q02284_1948_1.jpg,297_Q02284_1948_2.jpg,297_Q02284_1948_3.jpg,Understanding altitude sickness
What solar water fountains are available for gardens.,F0492,218,solar water fountains,218_Q05289_1347_1.jpg,218_Q05289_1347_2.jpg,218_Q05289_1347_3.jpg,218_Q03476_627_1.jpg,218_Q03476_627_2.jpg,218_Q03476_627_3.jpg,218_Q02884_3430_1.jpg,218_Q02884_3430_2.jpg,218_Q02884_3430_3.jpg,Choosing a fountain design without a specific artistic style in mind.
What brands of mobility scooters are available?,F0295,170,scooters,170_Q04442_500_1.jpg,170_Q04442_500_2.jpg,170_Q04442_500_3.jpg,170_Q04444_502_1.jpg,170_Q04444_502_2.jpg,170_Q04444_502_3.jpg,170_Q03333_2435_1.jpg,170_Q03333_2435_2.jpg,170_Q03333_2435_3.jpg,User is not interested in knowing the best scooters for kids.
information on vines that can be grown in shady areas,F0177,145,vines for shade,145_Q04440_498_1.jpg,145_Q04440_498_2.jpg,145_Q04440_498_3.jpg,145_Q01538_3327_1.jpg,145_Q01538_3327_2.jpg,145_Q01538_3327_3.jpg,145_Q04438_496_1.jpg,145_Q04438_496_2.jpg,145_Q04438_496_3.jpg,Seeking information about vines suitable for shady areas.
What are the symptoms of a heart attack in both men and women?,F0642,266,symptoms of heart attack,266_Q04786_844_1.jpg,266_Q04786_844_2.jpg,266_Q04786_844_3.jpg,266_Q04790_848_1.jpg,266_Q04790_848_2.jpg,266_Q04790_848_3.jpg,266_Q03574_1016_1.jpg,266_Q03574_1016_2.jpg,266_Q03574_1016_3.jpg,The user is expressing disinterest in learning about heart attack prevention.
How is CTS treated?,F0474,213,carpal tunnel syndrome,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,No explicit intent provided.
Find information about occupational therapy for a child.,F0585,249,occupational therapist,249_Q05071_1129_1.jpg,249_Q05071_1129_2.jpg,249_Q05071_1129_3.jpg,249_Q01320_3262_1.jpg,249_Q01320_3262_2.jpg,249_Q01320_3262_3.jpg,249_Q05070_1128_1.jpg,249_Q05070_1128_2.jpg,249_Q05070_1128_3.jpg,Looking for information about occupational therapy for a child.
Find information about car raffles.,F1047,93,raffles,93_Q02992_891_1.jpg,93_Q02992_891_2.jpg,93_Q02992_891_3.jpg,93_Q04265_323_1.jpg,93_Q04265_323_2.jpg,93_Q04265_323_3.jpg,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,The user intends to have a raffle.
Find a list of the major battles of the American Revolution.,F0628,260,the american revolutionary,260_Q03583_2057_1.jpg,260_Q03583_2057_2.jpg,260_Q03583_2057_3.jpg,260_Q02424_3640_1.jpg,260_Q02424_3640_2.jpg,260_Q02424_3640_3.jpg,260_Q01787_1322_1.jpg,260_Q01787_1322_2.jpg,260_Q01787_1322_3.jpg,Gather a list of the major battles of the American Revolution.
What are hardware options for a raspberry pi?,F0420,201,raspberry pi,201_Q01484_2405_1.jpg,201_Q01484_2405_2.jpg,201_Q01484_2405_3.jpg,201_Q03847_2217_1.jpg,201_Q03847_2217_2.jpg,201_Q03847_2217_3.jpg,201_Q02709_2838_1.jpg,201_Q02709_2838_2.jpg,201_Q02709_2838_3.jpg,Learn about the charity behind Raspberry Pi.
Show me teddy bears made by Gund.,F0605,255,teddy bears,255_Q00094_1640_1.jpg,255_Q00094_1640_2.jpg,255_Q00094_1640_3.jpg,255_Q02806_5_1.jpg,255_Q02806_5_2.jpg,255_Q02806_5_3.jpg,255_Q04231_289_1.jpg,255_Q04231_289_2.jpg,255_Q04231_289_3.jpg,The user is not interested in a personalized teddy bear.
"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",F0689,278,mister rogers,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q00593_3079_1.jpg,278_Q00593_3079_2.jpg,278_Q00593_3079_3.jpg,278_Q03038_1433_1.jpg,278_Q03038_1433_2.jpg,278_Q03038_1433_3.jpg,Not interested in Fred Rogers.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q02344_1650_1.jpg,208_Q02344_1650_2.jpg,208_Q02344_1650_3.jpg,208_Q01272_3555_1.jpg,208_Q01272_3555_2.jpg,208_Q01272_3555_3.jpg,208_Q01483_1144_1.jpg,208_Q01483_1144_2.jpg,208_Q01483_1144_3.jpg,Express disinterest in finding out which actor played Doctor Zhivago in the movie.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,208_Q03555_2131_1.jpg,208_Q03555_2131_2.jpg,208_Q03555_2131_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,The user is not interested in the summary of the movie.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,The user is not interested in learning more about the symptoms.
What is a normal heart rate when a person is resting?,F0625,26,lower heart rate,26_Q02552_558_1.jpg,26_Q02552_558_2.jpg,26_Q02552_558_3.jpg,26_Q01537_3156_1.jpg,26_Q01537_3156_2.jpg,26_Q01537_3156_3.jpg,26_Q03401_1515_1.jpg,26_Q03401_1515_2.jpg,26_Q03401_1515_3.jpg,The user is not looking for information on lowering heart rate.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q00534_258_1.jpg,278_Q00534_258_2.jpg,278_Q00534_258_3.jpg,278_Q00488_1611_1.jpg,278_Q00488_1611_2.jpg,278_Q00488_1611_3.jpg,The user is not interested in the Mister Rogers movie.
Find information on tornado shelters.,F0640,265,F5 tornado,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,The user is expressing disinterest in viewing maps of F5 tornado locations.
What is the best antenna from Wilson for a big truck?,F0845,48,wilson antenna,48_Q04040_98_1.jpg,48_Q04040_98_2.jpg,48_Q04040_98_3.jpg,48_Q01130_2591_1.jpg,48_Q01130_2591_2.jpg,48_Q01130_2591_3.jpg,48_Q01142_370_1.jpg,48_Q01142_370_2.jpg,48_Q01142_370_3.jpg,The user is expressing a lack of interest in the antennas on Mt. Wilson.
Find Pittsburgh Steelers merchandise for sale.,F0515,225,black and gold,225_Q00973_502_1.jpg,225_Q00973_502_2.jpg,225_Q00973_502_3.jpg,225_Q04521_579_1.jpg,225_Q04521_579_2.jpg,225_Q04521_579_3.jpg,225_Q04517_575_1.jpg,225_Q04517_575_2.jpg,225_Q04517_575_3.jpg,The user is not interested in Pittsburgh Steelers merchandise.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q04368_426_1.jpg,294_Q04368_426_2.jpg,294_Q04368_426_3.jpg,294_Q02751_1401_1.jpg,294_Q02751_1401_2.jpg,294_Q02751_1401_3.jpg,294_Q02482_1859_1.jpg,294_Q02482_1859_2.jpg,294_Q02482_1859_3.jpg,The user is not interested in seeing a flowering plant diagram.
What were the ten worst tornadoes in the USA?,F0637,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q03625_3689_1.jpg,265_Q03625_3689_2.jpg,265_Q03625_3689_3.jpg,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,The user is not interested in information about the damages caused by F5 tornados.
What damage can a carpenter bee do to a home or structure?,F0621,259,carpenter bee,259_Q05411_1469_1.jpg,259_Q05411_1469_2.jpg,259_Q05411_1469_3.jpg,259_Q02178_2857_1.jpg,259_Q02178_2857_2.jpg,259_Q02178_2857_3.jpg,259_Q02146_1825_1.jpg,259_Q02146_1825_2.jpg,259_Q02146_1825_3.jpg,The user is seeking information on what a carpenter bee nest looks like.
Find the benefits of yoga nidra.,F0728,289,benefits of yoga,289_Q00317_3884_1.jpg,289_Q00317_3884_2.jpg,289_Q00317_3884_3.jpg,289_Q03419_3927_1.jpg,289_Q03419_3927_2.jpg,289_Q03419_3927_3.jpg,289_Q01566_1746_1.jpg,289_Q01566_1746_2.jpg,289_Q01566_1746_3.jpg,The user is interested in the physical benefits of yoga.
