facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
Find information on the Nissan Titan truck.,F1048,94,titan,94_Q04019_77_1.jpg,94_Q04019_77_2.jpg,94_Q04019_77_3.jpg,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg,94_Q04024_82_1.jpg,94_Q04024_82_2.jpg,94_Q04024_82_3.jpg,94_Q04021_79_1.jpg,94_Q04021_79_2.jpg,94_Q04021_79_3.jpg,Find information on the Nissan Titan truck.
What hair dye options should be considered during pregnancy?,F0537,233,hair dye,233_Q01323_2820_1.jpg,233_Q01323_2820_2.jpg,233_Q01323_2820_3.jpg,233_Q01152_987_1.jpg,233_Q01152_987_2.jpg,233_Q01152_987_3.jpg,233_Q03662_1045_1.jpg,233_Q03662_1045_2.jpg,233_Q03662_1045_3.jpg,233_Q01556_143_1.jpg,233_Q01556_143_2.jpg,233_Q01556_143_3.jpg,Researching safe hair dye options during pregnancy.
Find pictures of various designer dog breeds.,F0389,194,designer dog breeds,194_Q04914_972_1.jpg,194_Q04914_972_2.jpg,194_Q04914_972_3.jpg,194_Q03126_2740_1.jpg,194_Q03126_2740_2.jpg,194_Q03126_2740_3.jpg,194_Q02119_2330_1.jpg,194_Q02119_2330_2.jpg,194_Q02119_2330_3.jpg,194_Q00110_3031_1.jpg,194_Q00110_3031_2.jpg,194_Q00110_3031_3.jpg,Looking for images of various designer dog breeds.
What campuses are part of the University of North Carolina?,F0360,186,unc,186_Q02185_1656_1.jpg,186_Q02185_1656_2.jpg,186_Q02185_1656_3.jpg,186_Q04942_1000_1.jpg,186_Q04942_1000_2.jpg,186_Q04942_1000_3.jpg,186_Q03752_2112_1.jpg,186_Q03752_2112_2.jpg,186_Q03752_2112_3.jpg,186_Q03233_3440_1.jpg,186_Q03233_3440_2.jpg,186_Q03233_3440_3.jpg,Learn about the campuses that are part of the University of North Carolina system.
Where can I find cheat codes for PlayStation 2 games?,F0730,29,ps 2 games,29_Q03325_2472_1.jpg,29_Q03325_2472_2.jpg,29_Q03325_2472_3.jpg,29_Q03065_3683_1.jpg,29_Q03065_3683_2.jpg,29_Q03065_3683_3.jpg,29_Q03812_570_1.jpg,29_Q03812_570_2.jpg,29_Q03812_570_3.jpg,29_Q04893_951_1.jpg,29_Q04893_951_2.jpg,29_Q04893_951_3.jpg,Looking for cheat codes for PS2 games.
"""Where can I watch the full """"Rain Main"""" movie online?""",F0576,247,rain man,247_Q03758_169_1.jpg,247_Q03758_169_2.jpg,247_Q03758_169_3.jpg,247_Q00641_732_1.jpg,247_Q00641_732_2.jpg,247_Q00641_732_3.jpg,247_Q03663_1752_1.jpg,247_Q03663_1752_2.jpg,247_Q03663_1752_3.jpg,247_Q05087_1145_1.jpg,247_Q05087_1145_2.jpg,247_Q05087_1145_3.jpg,"Watch the movie ""Rain Man"" online."
What are the ham radio call signs?,F0544,235,ham radio,235_Q03935_382_1.jpg,235_Q03935_382_2.jpg,235_Q03935_382_3.jpg,235_Q03310_1559_1.jpg,235_Q03310_1559_2.jpg,235_Q03310_1559_3.jpg,235_Q03929_412_1.jpg,235_Q03929_412_2.jpg,235_Q03929_412_3.jpg,235_Q02674_1709_1.jpg,235_Q02674_1709_2.jpg,235_Q02674_1709_3.jpg,The user wants to know the call signs for ham radio.
What are the current scientific theories of and data on evolution?,F0635,263,evidence for evolution,263_Q00034_2858_1.jpg,263_Q00034_2858_2.jpg,263_Q00034_2858_3.jpg,263_Q02618_3641_1.jpg,263_Q02618_3641_2.jpg,263_Q02618_3641_3.jpg,263_Q00828_3130_1.jpg,263_Q00828_3130_2.jpg,263_Q00828_3130_3.jpg,263_Q02819_3386_1.jpg,263_Q02819_3386_2.jpg,263_Q02819_3386_3.jpg,"Understanding evolution in a broader context, including theories and data on it."
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q02830_690_1.jpg,213_Q02830_690_2.jpg,213_Q02830_690_3.jpg,The user has no interest related to carpal tunnel syndrome at this time.
"Find information about Bellevue, Nebraska.",F0902,60,bellevue,60_Q00591_1279_1.jpg,60_Q00591_1279_2.jpg,60_Q00591_1279_3.jpg,60_Q01225_973_1.jpg,60_Q01225_973_2.jpg,60_Q01225_973_3.jpg,60_Q02147_1065_1.jpg,60_Q02147_1065_2.jpg,60_Q02147_1065_3.jpg,60_Q05405_1463_1.jpg,60_Q05405_1463_2.jpg,60_Q05405_1463_3.jpg,"Find information about Bellevue, Nebraska."
Find information about C. J. Walker's involvement in the political and social issues of her day.,F0021,103,madam cj walker,103_Q05486_1544_1.jpg,103_Q05486_1544_2.jpg,103_Q05486_1544_3.jpg,103_Q02290_1055_1.jpg,103_Q02290_1055_2.jpg,103_Q02290_1055_3.jpg,103_Q03841_315_1.jpg,103_Q03841_315_2.jpg,103_Q03841_315_3.jpg,103_Q00744_431_1.jpg,103_Q00744_431_2.jpg,103_Q00744_431_3.jpg,Interested in Madam C.J. Walker's involvement in political and social issues.
What do moths and butterflies eat?,F0917,64,moths,64_Q01738_711_1.jpg,64_Q01738_711_2.jpg,64_Q01738_711_3.jpg,64_Q04285_343_1.jpg,64_Q04285_343_2.jpg,64_Q04285_343_3.jpg,64_Q03090_3240_1.jpg,64_Q03090_3240_2.jpg,64_Q03090_3240_3.jpg,64_Q00935_1124_1.jpg,64_Q00935_1124_2.jpg,64_Q00935_1124_3.jpg,The user is seeking information about what moths and butterflies eat.
Find the homepage of the Voyager Learning Programs.,F0984,79,voyager,79_Q04573_631_1.jpg,79_Q04573_631_2.jpg,79_Q04573_631_3.jpg,79_Q01283_3596_1.jpg,79_Q01283_3596_2.jpg,79_Q01283_3596_3.jpg,79_Q04576_634_1.jpg,79_Q04576_634_2.jpg,79_Q04576_634_3.jpg,79_Q03704_2236_1.jpg,79_Q03704_2236_2.jpg,79_Q03704_2236_3.jpg,"Exploring resources related to Star Trek: Voyager, specifically the Voyager Learning Program website homepage."
What do dreams about death mean?,F0664,272,dreams interpretation,272_Q00188_2546_1.jpg,272_Q00188_2546_2.jpg,272_Q00188_2546_3.jpg,272_Q04601_659_1.jpg,272_Q04601_659_2.jpg,272_Q04601_659_3.jpg,272_Q01814_2601_1.jpg,272_Q01814_2601_2.jpg,272_Q01814_2601_3.jpg,272_Q04598_656_1.jpg,272_Q04598_656_2.jpg,272_Q04598_656_3.jpg,Exploring dream interpretations related to death.
Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q01006_2753_1.jpg,69_Q01006_2753_2.jpg,69_Q01006_2753_3.jpg,69_Q00579_3585_1.jpg,69_Q00579_3585_2.jpg,69_Q00579_3585_3.jpg,69_Q01477_2483_1.jpg,69_Q01477_2483_2.jpg,69_Q01477_2483_3.jpg,69_Q05318_1376_1.jpg,69_Q05318_1376_2.jpg,69_Q05318_1376_3.jpg,Understand how to operate a sewing machine through an online article.
What is the definition of male menopause?,F0510,222,male menopause,222_Q03858_637_1.jpg,222_Q03858_637_2.jpg,222_Q03858_637_3.jpg,222_Q04568_626_1.jpg,222_Q04568_626_2.jpg,222_Q04568_626_3.jpg,222_Q00313_1645_1.jpg,222_Q00313_1645_2.jpg,222_Q00313_1645_3.jpg,222_Q03659_2403_1.jpg,222_Q03659_2403_2.jpg,222_Q03659_2403_3.jpg,Understanding the definition of male menopause.
Find a synopsis of Doctor Zhivago.,F0446,208,doctor zhivago,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,208_Q02344_1650_1.jpg,208_Q02344_1650_2.jpg,208_Q02344_1650_3.jpg,"The user is interested in finding a summary of the novel ""Doctor Zhivago"" and a synopsis of the movie."
"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,133_Q03095_763_1.jpg,133_Q03095_763_2.jpg,133_Q03095_763_3.jpg,133_Q03514_3165_1.jpg,133_Q03514_3165_2.jpg,133_Q03514_3165_3.jpg,The user is interested in the interpretation of a phrase by the US Supreme Court.
Find a picture of a blue-throated hummingbird.,F0263,165,blue throated hummingbird,165_Q04989_1047_1.jpg,165_Q04989_1047_2.jpg,165_Q04989_1047_3.jpg,165_Q02385_3279_1.jpg,165_Q02385_3279_2.jpg,165_Q02385_3279_3.jpg,165_Q03735_1026_1.jpg,165_Q03735_1026_2.jpg,165_Q03735_1026_3.jpg,165_Q02305_577_1.jpg,165_Q02305_577_2.jpg,165_Q02305_577_3.jpg,Find a picture of a blue-throated hummingbird.
What are typical salaries for occupational therapists?,F0584,249,occupational therapist,249_Q00732_1095_1.jpg,249_Q00732_1095_2.jpg,249_Q00732_1095_3.jpg,249_Q02563_3702_1.jpg,249_Q02563_3702_2.jpg,249_Q02563_3702_3.jpg,249_Q01320_3262_1.jpg,249_Q01320_3262_2.jpg,249_Q01320_3262_3.jpg,249_Q03359_2292_1.jpg,249_Q03359_2292_2.jpg,249_Q03359_2292_3.jpg,The user is interested in learning about the earnings of occupational therapists.
How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,213_Q02830_690_1.jpg,213_Q02830_690_2.jpg,213_Q02830_690_3.jpg,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,The user is interested in finding out about the diagnostic process for carpal tunnel syndrome.
Find information about causes of excessive facial flushing.,F0914,63,flushing,63_Q02815_3823_1.jpg,63_Q02815_3823_2.jpg,63_Q02815_3823_3.jpg,63_Q05387_1445_1.jpg,63_Q05387_1445_2.jpg,63_Q05387_1445_3.jpg,63_Q05390_1448_1.jpg,63_Q05390_1448_2.jpg,63_Q05390_1448_3.jpg,63_Q02776_883_1.jpg,63_Q02776_883_2.jpg,63_Q02776_883_3.jpg,Finding information on the causes of excessive facial flushing.
find sites that support Martha Stewart with respect to the insider trading case,F0186,148,martha stewart and imclone,148_Q04342_400_1.jpg,148_Q04342_400_2.jpg,148_Q04342_400_3.jpg,148_Q04343_401_1.jpg,148_Q04343_401_2.jpg,148_Q04343_401_3.jpg,148_Q02128_3320_1.jpg,148_Q02128_3320_2.jpg,148_Q02128_3320_3.jpg,148_Q04345_403_1.jpg,148_Q04345_403_2.jpg,148_Q04345_403_3.jpg,The user is interested in finding websites that support Martha Stewart in her insider trading case.
Find the homepage for Titan watches.,F1049,94,titan,94_Q04021_79_1.jpg,94_Q04021_79_2.jpg,94_Q04021_79_3.jpg,94_Q01058_1478_1.jpg,94_Q01058_1478_2.jpg,94_Q01058_1478_3.jpg,94_Q04023_81_1.jpg,94_Q04023_81_2.jpg,94_Q04023_81_3.jpg,94_Q01260_2890_1.jpg,94_Q01260_2890_2.jpg,94_Q01260_2890_3.jpg,Interested in a watch.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,213_Q02830_690_1.jpg,213_Q02830_690_2.jpg,213_Q02830_690_3.jpg,Looking for information about CTS symptoms.
Find information about premature ventricular contractions.,F0936,68,pvc,68_Q03666_2188_1.jpg,68_Q03666_2188_2.jpg,68_Q03666_2188_3.jpg,68_Q04072_130_1.jpg,68_Q04072_130_2.jpg,68_Q04072_130_3.jpg,68_Q04071_129_1.jpg,68_Q04071_129_2.jpg,68_Q04071_129_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,Learning about premature ventricular contractions.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,Curious if pink slime is used in school lunches.
Take me to Rick Warren's homepage.,F0497,22,rick warren,22_Q04841_899_1.jpg,22_Q04841_899_2.jpg,22_Q04841_899_3.jpg,22_Q04836_894_1.jpg,22_Q04836_894_2.jpg,22_Q04836_894_3.jpg,22_Q01606_2782_1.jpg,22_Q01606_2782_2.jpg,22_Q01606_2782_3.jpg,22_Q01046_2717_1.jpg,22_Q01046_2717_2.jpg,22_Q01046_2717_3.jpg,Find Rick Warren's website.
"What is the shelf life of a chicken egg---that is, how old can it be and still be safe to eat?",F0581,248,eggs shelf life,248_Q04956_1014_1.jpg,248_Q04956_1014_2.jpg,248_Q04956_1014_3.jpg,248_Q02124_3438_1.jpg,248_Q02124_3438_2.jpg,248_Q02124_3438_3.jpg,248_Q01293_138_1.jpg,248_Q01293_138_2.jpg,248_Q01293_138_3.jpg,248_Q04958_1016_1.jpg,248_Q04958_1016_2.jpg,248_Q04958_1016_3.jpg,The user is interested in learning about the shelf life of chicken eggs and how old they can be while still being safe to eat.
Find information about car raffles.,F1047,93,raffles,93_Q04266_324_1.jpg,93_Q04266_324_2.jpg,93_Q04266_324_3.jpg,93_Q00470_2287_1.jpg,93_Q00470_2287_2.jpg,93_Q00470_2287_3.jpg,93_Q00128_2886_1.jpg,93_Q00128_2886_2.jpg,93_Q00128_2886_3.jpg,93_Q04267_325_1.jpg,93_Q04267_325_2.jpg,93_Q04267_325_3.jpg,Find information about car raffles.
Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q01179_2542_1.jpg,270_Q01179_2542_2.jpg,270_Q01179_2542_3.jpg,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,"The user is interested in comparisons between Sun Tzu's ""Art of War"" and Machiavelli's work."
How is CTS treated?,F0474,213,carpal tunnel syndrome,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,Learning about treatment options for carpal tunnel syndrome (CTS).
good places to sell a used trombone,F0176,144,trombone for sale,144_Q03908_870_1.jpg,144_Q03908_870_2.jpg,144_Q03908_870_3.jpg,144_Q00809_677_1.jpg,144_Q00809_677_2.jpg,144_Q00809_677_3.jpg,144_Q00662_3232_1.jpg,144_Q00662_3232_2.jpg,144_Q00662_3232_3.jpg,144_Q00655_972_1.jpg,144_Q00655_972_2.jpg,144_Q00655_972_3.jpg,Sell a used trombone.
What are the advantages and disadvantages of a hip roof over other roof types?,F0617,258,hip roof,258_Q02320_607_1.jpg,258_Q02320_607_2.jpg,258_Q02320_607_3.jpg,258_Q04046_104_1.jpg,258_Q04046_104_2.jpg,258_Q04046_104_3.jpg,258_Q04048_106_1.jpg,258_Q04048_106_2.jpg,258_Q04048_106_3.jpg,258_Q00288_1105_1.jpg,258_Q00288_1105_2.jpg,258_Q00288_1105_3.jpg,Learn about the advantages and disadvantages of hip roofs compared to other types of roofs.
Find information on mini gastric bypass surgery.,F1034,90,mgb,90_Q00439_1578_1.jpg,90_Q00439_1578_2.jpg,90_Q00439_1578_3.jpg,90_Q05231_1289_1.jpg,90_Q05231_1289_2.jpg,90_Q05231_1289_3.jpg,90_Q00972_3742_1.jpg,90_Q00972_3742_2.jpg,90_Q00972_3742_3.jpg,90_Q00948_2716_1.jpg,90_Q00948_2716_2.jpg,90_Q00948_2716_3.jpg,Looking for more information on mini gastric bypass surgery (mgb).
Find symptoms of Barrett's Esophagus.,F0601,254,barrett's esophagus,254_Q03382_1931_1.jpg,254_Q03382_1931_2.jpg,254_Q03382_1931_3.jpg,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q05604_1662_1.jpg,254_Q05604_1662_2.jpg,254_Q05604_1662_3.jpg,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg,Seeking information about the symptoms of Barrett's Esophagus disease.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,299_Q04760_818_1.jpg,299_Q04760_818_2.jpg,299_Q04760_818_3.jpg,299_Q04758_816_1.jpg,299_Q04758_816_2.jpg,299_Q04758_816_3.jpg,The user wants to know if pink slime is found in school lunches.
Find pictures of flowering plants.,F0751,294,flowering plants,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q04366_424_1.jpg,294_Q04366_424_2.jpg,294_Q04366_424_3.jpg,294_Q02543_1136_1.jpg,294_Q02543_1136_2.jpg,294_Q02543_1136_3.jpg,294_Q04368_426_1.jpg,294_Q04368_426_2.jpg,294_Q04368_426_3.jpg,Finding pictures of different types of flowering plants.
Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q02675_1323_1.jpg,69_Q02675_1323_2.jpg,69_Q02675_1323_3.jpg,69_Q05315_1373_1.jpg,69_Q05315_1373_2.jpg,69_Q05315_1373_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,69_Q05319_1377_1.jpg,69_Q05319_1377_2.jpg,69_Q05319_1377_3.jpg,Learn how to use a sewing machine and obtain instructional videos for it.
Where can I buy tickets for Indiana State Fairgrounds events?,F0403,198,indiana state fairgrounds,198_Q03692_922_1.jpg,198_Q03692_922_2.jpg,198_Q03692_922_3.jpg,198_Q05136_1194_1.jpg,198_Q05136_1194_2.jpg,198_Q05136_1194_3.jpg,198_Q01597_1420_1.jpg,198_Q01597_1420_2.jpg,198_Q01597_1420_3.jpg,198_Q02244_3570_1.jpg,198_Q02244_3570_2.jpg,198_Q02244_3570_3.jpg,Find the right place to purchase tickets for events at the Indiana State Fairgrounds.
Where can I buy radio-controlled planes?,F0261,164,hobby stores,164_Q02629_357_1.jpg,164_Q02629_357_2.jpg,164_Q02629_357_3.jpg,164_Q02836_688_1.jpg,164_Q02836_688_2.jpg,164_Q02836_688_3.jpg,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,164_Q01038_2114_1.jpg,164_Q01038_2114_2.jpg,164_Q01038_2114_3.jpg,The user is interested in exploring radio-controlled planes and is looking for open stores related to that.
What are the boundaries of the political jurisdictions in Brazil?,F0050,110,map of brazil,110_Q02748_877_1.jpg,110_Q02748_877_2.jpg,110_Q02748_877_3.jpg,110_Q03188_3914_1.jpg,110_Q03188_3914_2.jpg,110_Q03188_3914_3.jpg,110_Q04970_1028_1.jpg,110_Q04970_1028_2.jpg,110_Q04970_1028_3.jpg,110_Q02714_2975_1.jpg,110_Q02714_2975_2.jpg,110_Q02714_2975_3.jpg,Finding the boundaries of political jurisdictions in Brazil.
What education does one need to become a land surveyor?,F0453,209,land surveyor,209_Q05018_1076_1.jpg,209_Q05018_1076_2.jpg,209_Q05018_1076_3.jpg,209_Q00566_1344_1.jpg,209_Q00566_1344_2.jpg,209_Q00566_1344_3.jpg,209_Q02805_185_1.jpg,209_Q02805_185_2.jpg,209_Q02805_185_3.jpg,209_Q00030_1867_1.jpg,209_Q00030_1867_2.jpg,209_Q00030_1867_3.jpg,The user is interested in the education requirements for land surveyors in the United States.
Find pages or sites that describe the anatomy of the forearm.,F1016,88,forearm pain,88_Q05045_1103_1.jpg,88_Q05045_1103_2.jpg,88_Q05045_1103_3.jpg,88_Q01541_1311_1.jpg,88_Q01541_1311_2.jpg,88_Q01541_1311_3.jpg,88_Q01540_1885_1.jpg,88_Q01540_1885_2.jpg,88_Q01540_1885_3.jpg,88_Q05050_1108_1.jpg,88_Q05050_1108_2.jpg,88_Q05050_1108_3.jpg,Find a website that describes the anatomy of the forearm.
Who sells ground beef with pink slime in it?,F0760,299,pink slime in ground beef,299_Q00512_776_1.jpg,299_Q00512_776_2.jpg,299_Q00512_776_3.jpg,299_Q00783_3605_1.jpg,299_Q00783_3605_2.jpg,299_Q00783_3605_3.jpg,299_Q02440_3915_1.jpg,299_Q02440_3915_2.jpg,299_Q02440_3915_3.jpg,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg,Identifying companies that sell ground beef with pink slime in it.
Find information on making homemade hair dye products.,F0535,233,hair dye,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,233_Q05057_1115_1.jpg,233_Q05057_1115_2.jpg,233_Q05057_1115_3.jpg,233_Q03384_2552_1.jpg,233_Q03384_2552_2.jpg,233_Q03384_2552_3.jpg,233_Q02752_890_1.jpg,233_Q02752_890_2.jpg,233_Q02752_890_3.jpg,Seeking information on how to make hair dye at home.
Find tax forms and other information on filing individual taxes.,F0074,116,california franchise tax board,116_Q01796_3934_1.jpg,116_Q01796_3934_2.jpg,116_Q01796_3934_3.jpg,116_Q03945_3_1.jpg,116_Q03945_3_2.jpg,116_Q03945_3_3.jpg,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,116_Q03944_2_1.jpg,116_Q03944_2_2.jpg,116_Q03944_2_3.jpg,Finding tax forms and information on filing individual taxes with the California Franchise Tax Board.
Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q02515_2129_1.jpg,69_Q02515_2129_2.jpg,69_Q02515_2129_3.jpg,69_Q03639_556_1.jpg,69_Q03639_556_2.jpg,69_Q03639_556_3.jpg,69_Q05316_1374_1.jpg,69_Q05316_1374_2.jpg,69_Q05316_1374_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Learn how to operate a sewing machine effectively.
Find a listing of Beatles songs.,F0225,157,the beatles rock band,157_Q01155_3286_1.jpg,157_Q01155_3286_2.jpg,157_Q01155_3286_3.jpg,157_Q04173_231_1.jpg,157_Q04173_231_2.jpg,157_Q04173_231_3.jpg,157_Q01371_1946_1.jpg,157_Q01371_1946_2.jpg,157_Q01371_1946_3.jpg,157_Q01389_3658_1.jpg,157_Q01389_3658_2.jpg,157_Q01389_3658_3.jpg,Find a list of The Beatles' songs.
Does the Federal Wage System affect the General Schedule?,F0371,189,gs pay rate,189_Q01132_2098_1.jpg,189_Q01132_2098_2.jpg,189_Q01132_2098_3.jpg,189_Q03892_3074_1.jpg,189_Q03892_3074_2.jpg,189_Q03892_3074_3.jpg,189_Q00141_1046_1.jpg,189_Q00141_1046_2.jpg,189_Q00141_1046_3.jpg,189_Q01098_24_1.jpg,189_Q01098_24_2.jpg,189_Q01098_24_3.jpg,The user is looking to understand how the Federal Wage System affects the General Schedule.
What are the health benefits associated with eating dark chocolate?,F0539,234,dark chocolate health benefits,234_Q02319_2749_1.jpg,234_Q02319_2749_2.jpg,234_Q02319_2749_3.jpg,234_Q02234_2318_1.jpg,234_Q02234_2318_2.jpg,234_Q02234_2318_3.jpg,234_Q02059_2551_1.jpg,234_Q02059_2551_2.jpg,234_Q02059_2551_3.jpg,234_Q05461_1519_1.jpg,234_Q05461_1519_2.jpg,234_Q05461_1519_3.jpg,The user is interested in the mental health and other health benefits of dark chocolate.
What is the nutritional value of white rice?,F1056,96,rice,96_Q00689_3697_1.jpg,96_Q00689_3697_2.jpg,96_Q00689_3697_3.jpg,96_Q02090_1647_1.jpg,96_Q02090_1647_2.jpg,96_Q02090_1647_3.jpg,96_Q05156_1214_1.jpg,96_Q05156_1214_2.jpg,96_Q05156_1214_3.jpg,96_Q02325_812_1.jpg,96_Q02325_812_2.jpg,96_Q02325_812_3.jpg,See nutrition facts for rice.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,299_Q02130_2691_1.jpg,299_Q02130_2691_2.jpg,299_Q02130_2691_3.jpg,The user wants to know if pink slime is used at school canteens.
Find political maps of the United States showing the states and their capitals.,F0832,44,map of the united states,44_Q00099_705_1.jpg,44_Q00099_705_2.jpg,44_Q00099_705_3.jpg,44_Q03559_3709_1.jpg,44_Q03559_3709_2.jpg,44_Q03559_3709_3.jpg,44_Q03701_805_1.jpg,44_Q03701_805_2.jpg,44_Q03701_805_3.jpg,44_Q00080_2336_1.jpg,44_Q00080_2336_2.jpg,44_Q00080_2336_3.jpg,Finding political maps of the United States that show the states and their capitals.
Find a raised garden bed kit.,F0968,76,raised gardens,76_Q05312_1370_1.jpg,76_Q05312_1370_2.jpg,76_Q05312_1370_3.jpg,76_Q01662_288_1.jpg,76_Q01662_288_2.jpg,76_Q01662_288_3.jpg,76_Q05310_1368_1.jpg,76_Q05310_1368_2.jpg,76_Q05310_1368_3.jpg,76_Q01656_1903_1.jpg,76_Q01656_1903_2.jpg,76_Q01656_1903_3.jpg,Need information on materials needed to find a raised garden bed kit.
Find mortality rates due to asbestos exposure.,F0077,117,dangers of asbestos,117_Q05122_1180_1.jpg,117_Q05122_1180_2.jpg,117_Q05122_1180_3.jpg,117_Q05121_1179_1.jpg,117_Q05121_1179_2.jpg,117_Q05121_1179_3.jpg,117_Q05123_1181_1.jpg,117_Q05123_1181_2.jpg,117_Q05123_1181_3.jpg,117_Q03714_403_1.jpg,117_Q03714_403_2.jpg,117_Q03714_403_3.jpg,Find mortality rates due to asbestos exposure to understand if it causes cancer.
How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,213_Q02830_690_1.jpg,213_Q02830_690_2.jpg,213_Q02830_690_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,The user is interested in the diagnostic process for carpal tunnel syndrome.
