facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
Find information about the Traverse City Cherry Festival.,F0521,226,traverse city,226_Q02002_2229_1.jpg,226_Q02002_2229_2.jpg,226_Q02002_2229_3.jpg,226_Q03947_5_1.jpg,226_Q03947_5_2.jpg,226_Q03947_5_3.jpg,226_Q03950_8_1.jpg,226_Q03950_8_2.jpg,226_Q03950_8_3.jpg,226_Q03952_10_1.jpg,226_Q03952_10_2.jpg,226_Q03952_10_3.jpg,The user is not interested in the local government of Traverse City.
Find information about joints in the human body.,F0995,82,joints,82_Q04053_111_1.jpg,82_Q04053_111_2.jpg,82_Q04053_111_3.jpg,82_Q01265_1532_1.jpg,82_Q01265_1532_2.jpg,82_Q01265_1532_3.jpg,82_Q01331_3033_1.jpg,82_Q01331_3033_2.jpg,82_Q01331_3033_3.jpg,82_Q03462_2709_1.jpg,82_Q03462_2709_2.jpg,82_Q03462_2709_3.jpg,Clarification about a topic.
What is the definition of male menopause?,F0510,222,male menopause,222_Q00429_3400_1.jpg,222_Q00429_3400_2.jpg,222_Q00429_3400_3.jpg,222_Q00313_1645_1.jpg,222_Q00313_1645_2.jpg,222_Q00313_1645_3.jpg,222_Q03645_3923_1.jpg,222_Q03645_3923_2.jpg,222_Q03645_3923_3.jpg,222_Q03113_1438_1.jpg,222_Q03113_1438_2.jpg,222_Q03113_1438_3.jpg,The user is not interested in information regarding menopause.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q00431_1417_1.jpg,278_Q00431_1417_2.jpg,278_Q00431_1417_3.jpg,278_Q03258_963_1.jpg,278_Q03258_963_2.jpg,278_Q03258_963_3.jpg,278_Q03432_2824_1.jpg,278_Q03432_2824_2.jpg,278_Q03432_2824_3.jpg,278_Q04471_529_1.jpg,278_Q04471_529_2.jpg,278_Q04471_529_3.jpg,Exploring alternative movie choices.
"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",F0689,278,mister rogers,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q03168_2834_1.jpg,278_Q03168_2834_2.jpg,278_Q03168_2834_3.jpg,278_Q00593_3079_1.jpg,278_Q00593_3079_2.jpg,278_Q00593_3079_3.jpg,278_Q02560_3577_1.jpg,278_Q02560_3577_2.jpg,278_Q02560_3577_3.jpg,The user is focused on a topic other than Fred Rogers.
information on clubs that host rock and gem shows,F0151,137,rock and gem shows,137_Q05549_1607_1.jpg,137_Q05549_1607_2.jpg,137_Q05549_1607_3.jpg,137_Q03170_3118_1.jpg,137_Q03170_3118_2.jpg,137_Q03170_3118_3.jpg,137_Q05551_1609_1.jpg,137_Q05551_1609_2.jpg,137_Q05551_1609_3.jpg,137_Q02445_1805_1.jpg,137_Q02445_1805_2.jpg,137_Q02445_1805_3.jpg,The user is not interested in seeing examples of rocks and gems.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,The user is not expressing an interest in finding out which doctors treat carpal tunnel syndrome.
"""What are the names of the cast members of the movie """"Bewitched""""?""",F0683,277,bewitched cast,277_Q03698_716_1.jpg,277_Q03698_716_2.jpg,277_Q03698_716_3.jpg,277_Q03970_28_1.jpg,277_Q03970_28_2.jpg,277_Q03970_28_3.jpg,277_Q02472_2203_1.jpg,277_Q02472_2203_2.jpg,277_Q02472_2203_3.jpg,277_Q03967_25_1.jpg,277_Q03967_25_2.jpg,277_Q03967_25_3.jpg,"The user does not express any interest in following the cast of ""Bewitched""."
Find recordings of songs from The Music Man.,F0824,42,the music man,42_Q00473_2828_1.jpg,42_Q00473_2828_2.jpg,42_Q00473_2828_3.jpg,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,42_Q00905_3133_1.jpg,42_Q00905_3133_2.jpg,42_Q00905_3133_3.jpg,"The user is expressing a lack of interest in ""The Music Man."""
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,Understanding carpal tunnel syndrome better.
Describe the anatomy of horses' feet and hooves.,F0861,51,horse hooves,51_Q00612_1276_1.jpg,51_Q00612_1276_2.jpg,51_Q00612_1276_3.jpg,51_Q00876_2146_1.jpg,51_Q00876_2146_2.jpg,51_Q00876_2146_3.jpg,51_Q00069_2700_1.jpg,51_Q00069_2700_2.jpg,51_Q00069_2700_3.jpg,51_Q02282_2953_1.jpg,51_Q02282_2953_2.jpg,51_Q02282_2953_3.jpg,Determine what the conversation is about.
Find pictures of flames and fire.,F0849,49,flame designs,49_Q00835_2801_1.jpg,49_Q00835_2801_2.jpg,49_Q00835_2801_3.jpg,49_Q02664_1831_1.jpg,49_Q02664_1831_2.jpg,49_Q02664_1831_3.jpg,49_Q03315_2295_1.jpg,49_Q03315_2295_2.jpg,49_Q03315_2295_3.jpg,49_Q00833_2549_1.jpg,49_Q00833_2549_2.jpg,49_Q00833_2549_3.jpg,Extract intent based on the conversation.
How do I control clothes moths in my home?,F0921,64,moths,64_Q00326_3237_1.jpg,64_Q00326_3237_2.jpg,64_Q00326_3237_3.jpg,64_Q04282_340_1.jpg,64_Q04282_340_2.jpg,64_Q04282_340_3.jpg,64_Q01447_3387_1.jpg,64_Q01447_3387_2.jpg,64_Q01447_3387_3.jpg,64_Q00541_2655_1.jpg,64_Q00541_2655_2.jpg,64_Q00541_2655_3.jpg,The user's intent is not explicitly mentioned.
I'm looking for a Kohler wall-hung toilet. Where can I buy one?,F0815,4,toilet,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,4_Q04772_830_1.jpg,4_Q04772_830_2.jpg,4_Q04772_830_3.jpg,4_Q04771_829_1.jpg,4_Q04771_829_2.jpg,4_Q04771_829_3.jpg,4_Q01374_2919_1.jpg,4_Q01374_2919_2.jpg,4_Q01374_2919_3.jpg,The user is not interested in toilet cleaners.
What are the best elliptical trainers for home use?,F0786,33,elliptical trainer,33_Q01267_3170_1.jpg,33_Q01267_3170_2.jpg,33_Q01267_3170_3.jpg,33_Q03255_903_1.jpg,33_Q03255_903_2.jpg,33_Q03255_903_3.jpg,33_Q04887_945_1.jpg,33_Q04887_945_2.jpg,33_Q04887_945_3.jpg,33_Q02591_651_1.jpg,33_Q02591_651_2.jpg,33_Q02591_651_3.jpg,Discussing a person
Find job openings for occupational therapists.,F0583,249,occupational therapist,249_Q01934_1827_1.jpg,249_Q01934_1827_2.jpg,249_Q01934_1827_3.jpg,249_Q01320_3262_1.jpg,249_Q01320_3262_2.jpg,249_Q01320_3262_3.jpg,249_Q05068_1126_1.jpg,249_Q05068_1126_2.jpg,249_Q05068_1126_3.jpg,249_Q03811_2965_1.jpg,249_Q03811_2965_2.jpg,249_Q03811_2965_3.jpg,No intent expressed.
Find instructions for using a sewing machine.,F0939,69,sewing instructions,69_Q03237_239_1.jpg,69_Q03237_239_2.jpg,69_Q03237_239_3.jpg,69_Q03151_3513_1.jpg,69_Q03151_3513_2.jpg,69_Q03151_3513_3.jpg,69_Q02515_2129_1.jpg,69_Q02515_2129_2.jpg,69_Q02515_2129_3.jpg,69_Q05320_1378_1.jpg,69_Q05320_1378_2.jpg,69_Q05320_1378_3.jpg,Not interested in using a sewing machine.
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q03756_2400_1.jpg,29_Q03756_2400_2.jpg,29_Q03756_2400_3.jpg,29_Q04895_953_1.jpg,29_Q04895_953_2.jpg,29_Q04895_953_3.jpg,29_Q04894_952_1.jpg,29_Q04894_952_2.jpg,29_Q04894_952_3.jpg,29_Q03538_3511_1.jpg,29_Q03538_3511_2.jpg,29_Q03538_3511_3.jpg,The user is not interested in learning how to cheat in PS2 games.
Find pictures of a wind farm.,F0437,206,wind power,206_Q01343_300_1.jpg,206_Q01343_300_2.jpg,206_Q01343_300_3.jpg,206_Q03922_3473_1.jpg,206_Q03922_3473_2.jpg,206_Q03922_3473_3.jpg,206_Q03754_2467_1.jpg,206_Q03754_2467_2.jpg,206_Q03754_2467_3.jpg,206_Q04732_790_1.jpg,206_Q04732_790_2.jpg,206_Q04732_790_3.jpg,The user is not expressing interest in wind power.
Find information about iron deficiencies.,F0883,55,iron,55_Q03316_1504_1.jpg,55_Q03316_1504_2.jpg,55_Q03316_1504_3.jpg,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg,55_Q03128_2894_1.jpg,55_Q03128_2894_2.jpg,55_Q03128_2894_3.jpg,55_Q01550_964_1.jpg,55_Q01550_964_2.jpg,55_Q01550_964_3.jpg,The user's intent is not to buy supplements.
Find resources on learning and teaching Korean.,F0924,65,korean language,65_Q04981_1039_1.jpg,65_Q04981_1039_2.jpg,65_Q04981_1039_3.jpg,65_Q04983_1041_1.jpg,65_Q04983_1041_2.jpg,65_Q04983_1041_3.jpg,65_Q04980_1038_1.jpg,65_Q04980_1038_2.jpg,65_Q04980_1038_3.jpg,65_Q00772_1018_1.jpg,65_Q00772_1018_2.jpg,65_Q00772_1018_3.jpg,The user expresses no interest in seeing Japanese language at the moment.
Find personal stories about living with OCD.,F1024,89,ocd,89_Q00339_3190_1.jpg,89_Q00339_3190_2.jpg,89_Q00339_3190_3.jpg,89_Q04100_158_1.jpg,89_Q04100_158_2.jpg,89_Q04100_158_3.jpg,89_Q04096_154_1.jpg,89_Q04096_154_2.jpg,89_Q04096_154_3.jpg,89_Q03535_3231_1.jpg,89_Q03535_3231_2.jpg,89_Q03535_3231_3.jpg,The user is not interested in OCD medications.
What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,The user's intent is to indicate disinterest in information about causes for carpal tunnel syndrome.
"""Who are the characters in the book """"Holes"""" by Louis Sachar?""",F0613,257,holes by louis sachar,257_Q00126_1432_1.jpg,257_Q00126_1432_2.jpg,257_Q00126_1432_3.jpg,257_Q05425_1483_1.jpg,257_Q05425_1483_2.jpg,257_Q05425_1483_3.jpg,257_Q05426_1484_1.jpg,257_Q05426_1484_2.jpg,257_Q05426_1484_3.jpg,257_Q00618_2507_1.jpg,257_Q00618_2507_2.jpg,257_Q00618_2507_3.jpg,The user wants to buy a book.
"Find a street map of Flushing, NY.",F0916,63,flushing,63_Q03427_3209_1.jpg,63_Q03427_3209_2.jpg,63_Q03427_3209_3.jpg,63_Q03012_862_1.jpg,63_Q03012_862_2.jpg,63_Q03012_862_3.jpg,63_Q01467_3554_1.jpg,63_Q01467_3554_2.jpg,63_Q01467_3554_3.jpg,63_Q02370_2021_1.jpg,63_Q02370_2021_2.jpg,63_Q02370_2021_3.jpg,User is not interested in the plumbing mechanisms of flushing.
What are the benefits of various yoga poses?,F0725,289,benefits of yoga,289_Q03469_796_1.jpg,289_Q03469_796_2.jpg,289_Q03469_796_3.jpg,289_Q04257_315_1.jpg,289_Q04257_315_2.jpg,289_Q04257_315_3.jpg,289_Q01226_2169_1.jpg,289_Q01226_2169_2.jpg,289_Q01226_2169_3.jpg,289_Q03392_1223_1.jpg,289_Q03392_1223_2.jpg,289_Q03392_1223_3.jpg,The user is curious about the benefits of yoga.
Find recipes for making chicken soup.,F0514,224,making chicken soup from scratch,224_Q04422_480_1.jpg,224_Q04422_480_2.jpg,224_Q04422_480_3.jpg,224_Q01759_1708_1.jpg,224_Q01759_1708_2.jpg,224_Q01759_1708_3.jpg,224_Q03277_2028_1.jpg,224_Q03277_2028_2.jpg,224_Q03277_2028_3.jpg,224_Q02529_292_1.jpg,224_Q02529_292_2.jpg,224_Q02529_292_3.jpg,The user wants to see main dishes or a different category of food.
Find information about teddy bear picnics.,F0604,255,teddy bears,255_Q02811_2531_1.jpg,255_Q02811_2531_2.jpg,255_Q02811_2531_3.jpg,255_Q01478_2061_1.jpg,255_Q01478_2061_2.jpg,255_Q01478_2061_3.jpg,255_Q04231_289_1.jpg,255_Q04231_289_2.jpg,255_Q04231_289_3.jpg,255_Q04230_288_1.jpg,255_Q04230_288_2.jpg,255_Q04230_288_3.jpg,The user is discussing teddy bears.
Find real estate listings for Roosevelt Island (NY).,F0574,245,roosevelt island,245_Q01243_3881_1.jpg,245_Q01243_3881_2.jpg,245_Q01243_3881_3.jpg,245_Q04561_619_1.jpg,245_Q04561_619_2.jpg,245_Q04561_619_3.jpg,245_Q04564_622_1.jpg,245_Q04564_622_2.jpg,245_Q04564_622_3.jpg,245_Q03820_2993_1.jpg,245_Q03820_2993_2.jpg,245_Q03820_2993_3.jpg,"The user's intent is to find information about Roosevelt Island that is not related to the video game ""The Division 2."""
Who sells ground beef with pink slime in it?,F0760,299,pink slime in ground beef,299_Q00512_776_1.jpg,299_Q00512_776_2.jpg,299_Q00512_776_3.jpg,299_Q00375_307_1.jpg,299_Q00375_307_2.jpg,299_Q00375_307_3.jpg,299_Q04758_816_1.jpg,299_Q04758_816_2.jpg,299_Q04758_816_3.jpg,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg,The user is not interested in watching the video about pink slime in ground beef.
"Find the homepage of Bellevue Hospital Center in New York, NY.",F0906,60,bellevue,60_Q01639_3808_1.jpg,60_Q01639_3808_2.jpg,60_Q01639_3808_3.jpg,60_Q03864_1117_1.jpg,60_Q03864_1117_2.jpg,60_Q03864_1117_3.jpg,60_Q01097_728_1.jpg,60_Q01097_728_2.jpg,60_Q01097_728_3.jpg,60_Q01224_179_1.jpg,60_Q01224_179_2.jpg,60_Q01224_179_3.jpg,"The user wants information about something other than Bellevue, Nebraska."
Find information about the real person on which the Rain Man movie is based.,F0577,247,rain man,247_Q01273_1228_1.jpg,247_Q01273_1228_2.jpg,247_Q01273_1228_3.jpg,247_Q03677_3280_1.jpg,247_Q03677_3280_2.jpg,247_Q03677_3280_3.jpg,247_Q02063_3768_1.jpg,247_Q02063_3768_2.jpg,247_Q02063_3768_3.jpg,247_Q05086_1144_1.jpg,247_Q05086_1144_2.jpg,247_Q05086_1144_3.jpg,"The user is clarifying they are not referring to the movie ""Rain Man."""
I'm looking for web sites that do antique appraisals.,F0988,8,appraisals,8_Q05594_1652_1.jpg,8_Q05594_1652_2.jpg,8_Q05594_1652_3.jpg,8_Q05596_1654_1.jpg,8_Q05596_1654_2.jpg,8_Q05596_1654_3.jpg,8_Q02762_1132_1.jpg,8_Q02762_1132_2.jpg,8_Q02762_1132_3.jpg,8_Q03826_1426_1.jpg,8_Q03826_1426_2.jpg,8_Q03826_1426_3.jpg,The user is not interested in real estate appraisal forms.
What is a normal heart rate when a person is resting?,F0625,26,lower heart rate,26_Q04485_543_1.jpg,26_Q04485_543_2.jpg,26_Q04485_543_3.jpg,26_Q04480_538_1.jpg,26_Q04480_538_2.jpg,26_Q04480_538_3.jpg,26_Q03341_347_1.jpg,26_Q03341_347_2.jpg,26_Q03341_347_3.jpg,26_Q03401_1515_1.jpg,26_Q03401_1515_2.jpg,26_Q03401_1515_3.jpg,Express interest in other topics not related to heart rate medications.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q03415_549_1.jpg,208_Q03415_549_2.jpg,208_Q03415_549_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q03542_2192_1.jpg,208_Q03542_2192_2.jpg,208_Q03542_2192_3.jpg,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,The user is not interested in the 2002 ministries.
What hotels are near the Orange County Convention Center?,F0821,41,orange county convention center,41_Q05078_1136_1.jpg,41_Q05078_1136_2.jpg,41_Q05078_1136_3.jpg,41_Q01591_2624_1.jpg,41_Q01591_2624_2.jpg,41_Q01591_2624_3.jpg,41_Q05074_1132_1.jpg,41_Q05074_1132_2.jpg,41_Q05074_1132_3.jpg,41_Q01963_414_1.jpg,41_Q01963_414_2.jpg,41_Q01963_414_3.jpg,The user is not interested in events hosted at the Orange County Convention Center.
"Find the contact information for the Mayo Clinic in Jacksonville, FL.",F0042,109,mayo clinic jacksonville fl,109_Q04548_606_1.jpg,109_Q04548_606_2.jpg,109_Q04548_606_3.jpg,109_Q02894_2632_1.jpg,109_Q02894_2632_2.jpg,109_Q02894_2632_3.jpg,109_Q03575_146_1.jpg,109_Q03575_146_2.jpg,109_Q03575_146_3.jpg,109_Q00588_209_1.jpg,109_Q00588_209_2.jpg,109_Q00588_209_3.jpg,User is not interested in the buildings at the Mayo Clinic.
What is ammonia used for in pink slime?,F0763,299,pink slime in ground beef,299_Q03906_391_1.jpg,299_Q03906_391_2.jpg,299_Q03906_391_3.jpg,299_Q00512_776_1.jpg,299_Q00512_776_2.jpg,299_Q00512_776_3.jpg,299_Q03743_2245_1.jpg,299_Q03743_2245_2.jpg,299_Q03743_2245_3.jpg,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg,The user is not looking for information on USDA guidelines regarding pink slime in ground beef.
What are examples of the philosophy of Sun Tzu?,F0656,270,sun tzu,270_Q00031_743_1.jpg,270_Q00031_743_2.jpg,270_Q00031_743_3.jpg,270_Q03317_3154_1.jpg,270_Q03317_3154_2.jpg,270_Q03317_3154_3.jpg,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,Understanding Sun Tzu's ideas in the context of Rise of Kingdoms.
Find a map showing lodgings in the Poconos PA region.,F0211,153,pocono,153_Q02939_482_1.jpg,153_Q02939_482_2.jpg,153_Q02939_482_3.jpg,153_Q05482_1540_1.jpg,153_Q05482_1540_2.jpg,153_Q05482_1540_3.jpg,153_Q05479_1537_1.jpg,153_Q05479_1537_2.jpg,153_Q05479_1537_3.jpg,153_Q05480_1538_1.jpg,153_Q05480_1538_2.jpg,153_Q05480_1538_3.jpg,Explore other activities or experiences in the Pocono Mountains.
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q04892_950_1.jpg,29_Q04892_950_2.jpg,29_Q04892_950_3.jpg,29_Q03325_2472_1.jpg,29_Q03325_2472_2.jpg,29_Q03325_2472_3.jpg,29_Q00980_1701_1.jpg,29_Q00980_1701_2.jpg,29_Q00980_1701_3.jpg,29_Q02932_911_1.jpg,29_Q02932_911_2.jpg,29_Q02932_911_3.jpg,The user is not interested in cheap used PS2 games.
Take me to Rick Warren's homepage.,F0497,22,rick warren,22_Q04839_897_1.jpg,22_Q04839_897_2.jpg,22_Q04839_897_3.jpg,22_Q00658_1579_1.jpg,22_Q00658_1579_2.jpg,22_Q00658_1579_3.jpg,22_Q04836_894_1.jpg,22_Q04836_894_2.jpg,22_Q04836_894_3.jpg,22_Q01364_822_1.jpg,22_Q01364_822_2.jpg,22_Q01364_822_3.jpg,Expressing disinterest in seeing someone.
Find a time line of the American Revolution.,F0629,260,the american revolutionary,260_Q02778_1643_1.jpg,260_Q02778_1643_2.jpg,260_Q02778_1643_3.jpg,260_Q03956_14_1.jpg,260_Q03956_14_2.jpg,260_Q03956_14_3.jpg,260_Q01908_2958_1.jpg,260_Q01908_2958_2.jpg,260_Q01908_2958_3.jpg,260_Q03583_2057_1.jpg,260_Q03583_2057_2.jpg,260_Q03583_2057_3.jpg,The intent is not clear from the provided conversation. Could you provide more context or specify another interest?
Where can I find Volvo semi trucks for sale (new or used)?,F0458,21,volvo,21_Q04715_773_1.jpg,21_Q04715_773_2.jpg,21_Q04715_773_3.jpg,21_Q01680_3785_1.jpg,21_Q01680_3785_2.jpg,21_Q01680_3785_3.jpg,21_Q03651_3469_1.jpg,21_Q03651_3469_2.jpg,21_Q03651_3469_3.jpg,21_Q03313_1897_1.jpg,21_Q03313_1897_2.jpg,21_Q03313_1897_3.jpg,Not interested in Polestar.
Find information about the Bowflex Power Pro.,F0103,124,bowflex power pro,124_Q03889_569_1.jpg,124_Q03889_569_2.jpg,124_Q03889_569_3.jpg,124_Q03978_36_1.jpg,124_Q03978_36_2.jpg,124_Q03978_36_3.jpg,124_Q00357_1233_1.jpg,124_Q00357_1233_2.jpg,124_Q00357_1233_3.jpg,124_Q03832_3472_1.jpg,124_Q03832_3472_2.jpg,124_Q03832_3472_3.jpg,The user is not interested in the equipment specifications.
Find information on making homemade hair dye products.,F0535,233,hair dye,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg,233_Q01628_2243_1.jpg,233_Q01628_2243_2.jpg,233_Q01628_2243_3.jpg,233_Q00222_3719_1.jpg,233_Q00222_3719_2.jpg,233_Q00222_3719_3.jpg,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,The user is currently not focused on discussing specific brands.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q00067_3026_1.jpg,278_Q00067_3026_2.jpg,278_Q00067_3026_3.jpg,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q04469_527_1.jpg,278_Q04469_527_2.jpg,278_Q04469_527_3.jpg,278_Q01231_3571_1.jpg,278_Q01231_3571_2.jpg,278_Q01231_3571_3.jpg,The user is interested in information not related to Mister Rogers the show or Mister Rogers the television personality.
I want to log in to my Yahoo! account.,F0529,23,yahoo,23_Q01281_1824_1.jpg,23_Q01281_1824_2.jpg,23_Q01281_1824_3.jpg,23_Q04902_960_1.jpg,23_Q04902_960_2.jpg,23_Q04902_960_3.jpg,23_Q04906_964_1.jpg,23_Q04906_964_2.jpg,23_Q04906_964_3.jpg,23_Q01258_1392_1.jpg,23_Q01258_1392_2.jpg,23_Q01258_1392_3.jpg,The user is expressing that their search does not relate to a search engine.
I'm looking for InuYasha fan forums and websites.,F0700,28,inuyasha,28_Q05148_1206_1.jpg,28_Q05148_1206_2.jpg,28_Q05148_1206_3.jpg,28_Q05146_1204_1.jpg,28_Q05146_1204_2.jpg,28_Q05146_1204_3.jpg,28_Q03927_3339_1.jpg,28_Q03927_3339_2.jpg,28_Q03927_3339_3.jpg,28_Q00253_528_1.jpg,28_Q00253_528_2.jpg,28_Q00253_528_3.jpg,The user is not interested in viewing photos of Inuyasha.
What alternatives are there for the design of a septic system?,F0230,158,septic system design,158_Q00124_742_1.jpg,158_Q00124_742_2.jpg,158_Q00124_742_3.jpg,158_Q04026_84_1.jpg,158_Q04026_84_2.jpg,158_Q04026_84_3.jpg,158_Q00894_1375_1.jpg,158_Q00894_1375_2.jpg,158_Q00894_1375_3.jpg,158_Q00127_3583_1.jpg,158_Q00127_3583_2.jpg,158_Q00127_3583_3.jpg,The user is not interested in a standard gravity type of design.
What are the rules for a 403b retirement plan?,F0203,151,403b,151_Q03517_1174_1.jpg,151_Q03517_1174_2.jpg,151_Q03517_1174_3.jpg,151_Q01960_2445_1.jpg,151_Q01960_2445_2.jpg,151_Q01960_2445_3.jpg,151_Q01576_2874_1.jpg,151_Q01576_2874_2.jpg,151_Q01576_2874_3.jpg,151_Q03851_1916_1.jpg,151_Q03851_1916_2.jpg,151_Q03851_1916_3.jpg,The user is not interested in a 403b retirement account.
What is the recommended diet for Barrett's Esophagus?,F0599,254,barrett's esophagus,254_Q00392_224_1.jpg,254_Q00392_224_2.jpg,254_Q00392_224_3.jpg,254_Q05604_1662_1.jpg,254_Q05604_1662_2.jpg,254_Q05604_1662_3.jpg,254_Q03429_2556_1.jpg,254_Q03429_2556_2.jpg,254_Q03429_2556_3.jpg,254_Q03350_1759_1.jpg,254_Q03350_1759_2.jpg,254_Q03350_1759_3.jpg,The user is not seeking information on Barrett's esophagus.
"Find seminars, symposia, workshops, and/or courses on game theory.",F0695,279,game theory,279_Q02412_2992_1.jpg,279_Q02412_2992_2.jpg,279_Q02412_2992_3.jpg,279_Q05447_1505_1.jpg,279_Q05447_1505_2.jpg,279_Q05447_1505_3.jpg,279_Q05452_1510_1.jpg,279_Q05452_1510_2.jpg,279_Q05452_1510_3.jpg,279_Q05449_1507_1.jpg,279_Q05449_1507_2.jpg,279_Q05449_1507_3.jpg,The user is not interested in reading about it at the moment.
"I'd like to find user reports about Windows Defender, particularly problems with the software.",F0413,20,defender,20_Q00459_1849_1.jpg,20_Q00459_1849_2.jpg,20_Q00459_1849_3.jpg,20_Q04217_275_1.jpg,20_Q04217_275_2.jpg,20_Q04217_275_3.jpg,20_Q00524_1315_1.jpg,20_Q00524_1315_2.jpg,20_Q00524_1315_3.jpg,20_Q04221_279_1.jpg,20_Q04221_279_2.jpg,20_Q04221_279_3.jpg,The user is not interested in exploring the ISFJ personality type.
"""Find the text of Hamlet's famous """"To be or not to be"""" soliloquy.""",F0946,70,to be or not to be that is the question,70_Q01247_2205_1.jpg,70_Q01247_2205_2.jpg,70_Q01247_2205_3.jpg,70_Q03140_2094_1.jpg,70_Q03140_2094_2.jpg,70_Q03140_2094_3.jpg,70_Q05021_1079_1.jpg,70_Q05021_1079_2.jpg,70_Q05021_1079_3.jpg,70_Q00484_2765_1.jpg,70_Q00484_2765_2.jpg,70_Q00484_2765_3.jpg,Seeking information unrelated to Shakespeare.
Find pictures of flowering plants.,F0751,294,flowering plants,294_Q01975_3121_1.jpg,294_Q01975_3121_2.jpg,294_Q01975_3121_3.jpg,294_Q04365_423_1.jpg,294_Q04365_423_2.jpg,294_Q04365_423_3.jpg,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q04366_424_1.jpg,294_Q04366_424_2.jpg,294_Q04366_424_3.jpg,Not interested.
Find Pittsburgh Penguins merchandise such as hockey jerseys.,F0892,58,penguins,58_Q00553_3376_1.jpg,58_Q00553_3376_2.jpg,58_Q00553_3376_3.jpg,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,58_Q04172_230_1.jpg,58_Q04172_230_2.jpg,58_Q04172_230_3.jpg,58_Q04171_229_1.jpg,58_Q04171_229_2.jpg,58_Q04171_229_3.jpg,Not interested
"Find recipes for rice, for example fried rice or rice pudding.",F1053,96,rice,96_Q05154_1212_1.jpg,96_Q05154_1212_2.jpg,96_Q05154_1212_3.jpg,96_Q01001_2842_1.jpg,96_Q01001_2842_2.jpg,96_Q01001_2842_3.jpg,96_Q05151_1209_1.jpg,96_Q05151_1209_2.jpg,96_Q05151_1209_3.jpg,96_Q01211_1277_1.jpg,96_Q01211_1277_2.jpg,96_Q01211_1277_3.jpg,Indifferent to white rice.
