id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3
2023,What damage can an F5 tornado do?,F0639,265,F5 tornado,would like to know about where f5 tornadoes have struck,"No, I don't have that information.",Q03137,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,are you interested in other categories of tornadoes,I’m primarily focused on understanding the impacts of F5 tornadoes at the moment.,Q00342,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,Would you like to see maps showing the locations F5 tornados?,No.,Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg
2024,What damage can an F5 tornado do?,F0639,265,F5 tornado,which tornados were the most devastating,"No, I cannot provide information on that.",Q03081,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,Would you like to see maps showing the locations F5 tornados?,"I have some thoughts about tornadoes, but I'm not specifically interested in maps at the moment.",Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,do you want to know how fast an f5 tornados speed is,No I want to know what kind of damage it can do.,Q02040,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg
2025,What damage can an F5 tornado do?,F0639,265,F5 tornado,which tornados were the most devastating,"No, tornadoes can cause significant destruction, but I don't have specific details on the most devastating ones.",Q03081,265_Q03081_1884_1.jpg,265_Q03081_1884_2.jpg,265_Q03081_1884_3.jpg,Are you interested in photos of F5 tornados?,I would like to see images that illustrate the extent of destruction.,Q04362,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,how much damage can f5 tornado take,I would like to know more about this.,Q02535,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg
2026,What damage can an F5 tornado do?,F0639,265,F5 tornado,Would you like to see maps showing the locations F5 tornados?,"No, I'm not interested in that at the moment.",Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,how many victims f5 tornado caused,I’m interested in understanding the extent of the destruction these can cause.,Q02532,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,what is f5 tornados top speed,Yes and how damaging is a tornado of that speed?,Q02796,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg
2027,What damage can an F5 tornado do?,F0639,265,F5 tornado,would like to know about where f5 tornadoes have struck,"No, I don't have information on where F5 tornadoes have struck.",Q03137,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,how many victims f5 tornado caused,I'm interested in understanding the impact these tornadoes can have.,Q02532,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,show videos of f5 tornado,I want to see more about damage that a tornado can do.,Q02665,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg
2028,What damage can an F5 tornado do?,F0639,265,F5 tornado,how to locate tornado shelters,"No, I do not have information on how to locate tornado shelters.",Q02550,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,do you want to know how fast an f5 tornados speed is,I’m interested in understanding the effects and consequences more than just the specifics about speed.,Q02040,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg,which famouss f5 tornado are you interested in learning more about,"None, i want to know what damage an F5 tornado can do.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg
2029,What damage can an F5 tornado do?,F0639,265,F5 tornado,would like to know about where f5 tornadoes have struck,"No, I am not looking for information on where F5 tornadoes have struck.",Q03137,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,how many victims f5 tornado caused,"What damage can these do, including their impact on people and the environment?",Q02532,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,Are you interested in F5 historical incidents?,In a way. I want to know what damage one can do.,Q04360,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg
2030,What damage can an F5 tornado do?,F0639,265,F5 tornado,are you interested in other categories of tornadoes,"No, I am focused solely on the topic of F5 tornadoes.",Q00342,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,Would you like to see maps showing the locations F5 tornados?,I'm not particularly interested in seeing maps at this time.,Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Are you interested in how to measure an F5 tornado?,"No, i want to know how much damge an F5 tornado does",Q04358,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg
2031,What damage can an F5 tornado do?,F0639,265,F5 tornado,Are you interested in how to measure an F5 tornado?,"No, I have enough information on tornadoes already.",Q04358,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,Are you interested in F5 historical incidents?,"I have a general interest in understanding the impact, but I'm not looking for an exhaustive history.",Q04360,265_Q04360_418_1.jpg,265_Q04360_418_2.jpg,265_Q04360_418_3.jpg,would you like to see what damage can be caused by an f5 tornado,"Sure, I'm interested in learning about what damage can an F5 tornado do.",Q03913,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg
2032,Find information on tornado shelters.,F0640,265,F5 tornado,would you like to see what damage can be caused by an f5 tornado,"No, I’m specifically looking for details on tornado shelters.",Q03913,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,what are the features of f5 tornado,"I'm not entirely certain, but my interest lies in exploring options related to tornado safety.",Q02708,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,would like to know about where f5 tornadoes have struck,No. I would actually like to find information on tornado shelters.,Q03137,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg
2033,Find information on tornado shelters.,F0640,265,F5 tornado,would you like to see what damage can be caused by an f5 tornado,"No, I'm focused on gathering information specifically about tornado shelters.",Q03913,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,Are you interested in how to measure an F5 tornado?,I'm currently looking for information related to safety measures during storms.,Q04358,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,who is the maker of f5 tornado,I don't know but I'm looking for information on tornado shelters.,Q03108,265_Q03108_2501_1.jpg,265_Q03108_2501_2.jpg,265_Q03108_2501_3.jpg
2034,Find information on tornado shelters.,F0640,265,F5 tornado,Would you like to see maps showing the locations F5 tornados?,"No, I am not interested in viewing maps of tornado locations.",Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,where tornado can happen,I'm interested in knowing the best places to take cover during severe weather events.,Q02989,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,Would you to know about the damages caused by F5 tornados?,No. I am interested in information about tornado shelters.,Q04363,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg
2035,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,which famouss f5 tornado are you interested in learning more about,"No, I’m not interested in details about specific F5 tornadoes.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,how many victims f5 tornado caused,I'm not entirely certain about the specifics of the situation.,Q02532,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,who is the maker of f5 tornado,I don't know but I'm looking for what wind speed defines an F5 tornado.,Q03108,265_Q03108_2501_1.jpg,265_Q03108_2501_2.jpg,265_Q03108_2501_3.jpg
2036,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,Are you interested in photos of F5 tornados?,"No, I am not interested in that topic right now.",Q04362,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,Would you like to see maps showing the locations F5 tornados?,I’m interested in understanding the characteristics of F5 tornadoes.,Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Are you interested in how to measure an F5 tornado?,yes and tell me the wind speed that defines an F5 tornado,Q04358,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg
2037,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,which famouss f5 tornado are you interested in learning more about,"No, I'm not interested in discussing any specific tornadoes.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,what are the features of f5 tornado,"I am curious about the characteristics related to tornadoes, but I'm not quite clear on the specific details you're looking for.",Q02708,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,how much damage can f5 tornado take,I actually I'm only interested in what makes a tornado an F5 tornado.,Q02535,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg
2038,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,what are the features of f5 tornado,"No, I'm not familiar with the specific features of an F5 tornado.",Q02708,265_Q02708_3439_1.jpg,265_Q02708_3439_2.jpg,265_Q02708_3439_3.jpg,Are you interested in how fast an F5 tornado moves?,"Yes, I have some thoughts on a specific aspect.",Q04359,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,show videos of f5 tornado,iam interested in what wind speed  defines an F5 tornado,Q02665,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg
2039,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,which famouss f5 tornado are you interested in learning more about,"No, I’m not interested in that right now.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,how many victims f5 tornado caused,I'm not certain how to respond to that specific question.,Q02532,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,who is the maker of f5 tornado,I don't know but I'm looking for what wind speed defines an F5 tornado.,Q03108,265_Q03108_2501_1.jpg,265_Q03108_2501_2.jpg,265_Q03108_2501_3.jpg
2040,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,which famouss f5 tornado are you interested in learning more about,"No, I am not interested in learning about any specific tornadoes.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,Are you interested in photos of F5 tornados?,"I'm not particularly interested in that, but I do have some thoughts on tornadoes.",Q04362,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,do you want to know how fast an f5 tornados speed is,"yes, please tell me more about it",Q02040,265_Q02040_1249_1.jpg,265_Q02040_1249_2.jpg,265_Q02040_1249_3.jpg
2041,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,which famouss f5 tornado are you interested in learning more about,"No, I do not have any specific tornado in mind to discuss.",Q03024,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,Would you to know about the damages caused by F5 tornados?,I'm more interested in understanding certain characteristics of tornadoes rather than their impacts.,Q04363,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,what is f5 tornados top speed,I want to know at what speed it becomes an f5.,Q02796,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg
2042,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,Are you interested in photos of F5 tornados?,"No, that doesn't interest me at the moment.",Q04362,265_Q04362_420_1.jpg,265_Q04362_420_2.jpg,265_Q04362_420_3.jpg,how much damage can f5 tornado take,I actually have a specific interest related to the classification of tornadoes.,Q02535,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,who is the maker of f5 tornado,I don't know but I'm looking for what wind speed defines an F5 tornado.,Q03108,265_Q03108_2501_1.jpg,265_Q03108_2501_2.jpg,265_Q03108_2501_3.jpg
2043,What wind speed defines an F5 tornado?,F0641,265,F5 tornado,Would you like to see maps showing the locations F5 tornados?,"No, I'm focused on understanding the specific wind speeds associated with F5 tornados.",Q04361,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,how much damage can f5 tornado take,I’m more curious about the characteristics that define a tornado's intensity.,Q02535,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,what is the average speed of f5 tornado,The average wind speed that defines an F5 tornado is around 261 to 318 miles per hour.,Q02801,265_Q02801_3564_1.jpg,265_Q02801_3564_2.jpg,265_Q02801_3564_3.jpg
2044,What are the symptoms of a heart attack in both men and women?,F0642,266,symptoms of heart attack,Would you like to know how to prevent a heart attack?,"No, I am not interested in that topic at the moment.",Q04786,266_Q04786_844_1.jpg,266_Q04786_844_2.jpg,266_Q04786_844_3.jpg,Do you want to know about heart disease?,"Yes, I’m interested in understanding more about it, especially regarding symptoms.",Q04790,266_Q04790_848_1.jpg,266_Q04790_848_2.jpg,266_Q04790_848_3.jpg,would you like to know symptoms that are concerning enough that you swould go to the emergency department,"Yes, I would like to know the symptoms of a heart attack in both men and women that are concerning enough that I would go to the emergency department.",Q03574,266_Q03574_1016_1.jpg,266_Q03574_1016_2.jpg,266_Q03574_1016_3.jpg
2045,What are the lyrics to the song Feliz Navidad?,F0643,267,feliz navidad lyrics,do you want the text or a video,"No, I'm not looking for that at the moment.",Q01894,267_Q01894_16_1.jpg,267_Q01894_16_2.jpg,267_Q01894_16_3.jpg,what version of the song are you interested in,"I am interested in the lyrics, especially the original ones, but I’m curious about the accuracy of certain parts.",Q02934,267_Q02934_913_1.jpg,267_Q02934_913_2.jpg,267_Q02934_913_3.jpg,Are you looking for Feliz Navidad lyrics in Spanish?,"Yes, I am looking for the lyrics to the song Feliz Navidad in Spanish.",Q04393,267_Q04393_451_1.jpg,267_Q04393_451_2.jpg,267_Q04393_451_3.jpg
2046,How is running beneficial to the health of the human body?,F0644,268,benefits of running,Do you want to know about the benefits of running fast?,"No, I am not particularly interested in the benefits of running fast.",Q04560,268_Q04560_618_1.jpg,268_Q04560_618_2.jpg,268_Q04560_618_3.jpg,would you like to know the benefits of running in the cold vs running inside,I'm not particularly interested in that comparison right now.,Q03579,268_Q03579_2049_1.jpg,268_Q03579_2049_2.jpg,268_Q03579_2049_3.jpg,Are you interested in the benefits of running outside?,Other reasons this benefits the body.,Q04557,268_Q04557_615_1.jpg,268_Q04557_615_2.jpg,268_Q04557_615_3.jpg
2047,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,Would you like to see marshall county school logos?,"No, I am looking for more detailed information about the schools themselves.",Q03963,269_Q03963_21_1.jpg,269_Q03963_21_2.jpg,269_Q03963_21_3.jpg,do you want to learn more about the demographics in the schools,I have a specific interest in schools located in a certain area.,Q02387,269_Q02387_2979_1.jpg,269_Q02387_2979_2.jpg,269_Q02387_2979_3.jpg,which state would you like to find out about in regards to marshall county schools,I would like to find out about Marshall County Schools in West Virginia.,Q03075,269_Q03075_3866_1.jpg,269_Q03075_3866_2.jpg,269_Q03075_3866_3.jpg
2048,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,Are you wanting to see the Marshall County Schools new buses?,"No, I'm looking for more general information about Marshall County Schools.",Q03959,269_Q03959_17_1.jpg,269_Q03959_17_2.jpg,269_Q03959_17_3.jpg,where you looking for the bus schedule and prices,I'm primarily interested in exploring more about the school district itself.,Q02995,269_Q02995_3798_1.jpg,269_Q02995_3798_2.jpg,269_Q02995_3798_3.jpg,Would you like to see the schools?,"Actually, I would like to find information about Marshall County Schools in West Virginia.",Q03964,269_Q03964_22_1.jpg,269_Q03964_22_2.jpg,269_Q03964_22_3.jpg
2049,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,who do you want to speak with the superintendent or a principal,"No, I am not interested in speaking with either at this time.",Q03104,269_Q03104_524_1.jpg,269_Q03104_524_2.jpg,269_Q03104_524_3.jpg,where you looking for employment opportunities,I'm more interested in learning about the schools rather than job opportunities.,Q02993,269_Q02993_3503_1.jpg,269_Q02993_3503_2.jpg,269_Q02993_3503_3.jpg,where you looking for the bus schedule and prices,no just bring up the school district website,Q02995,269_Q02995_3798_1.jpg,269_Q02995_3798_2.jpg,269_Q02995_3798_3.jpg
2050,Find information about Marshall County Schools in West Virginia.,F0645,269,marshall county schools,where you looking for employment opportunities,"No, I'm interested in learning more about the schools.",Q02993,269_Q02993_3503_1.jpg,269_Q02993_3503_2.jpg,269_Q02993_3503_3.jpg,what state are you searching for marshall county schools,I'm gathering information about a specific set of schools in a particular area.,Q02887,269_Q02887_2425_1.jpg,269_Q02887_2425_2.jpg,269_Q02887_2425_3.jpg,Would you like to see a map of Marshall county?,I'd prefer to find information about Marshall County Schools in West Virginia rather than just seeing a map of Marshall County.,Q03962,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg
2051,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,what state are you searching for marshall county schools,"No, I am focused on the Marshall County Schools in Kentucky.",Q02887,269_Q02887_2425_1.jpg,269_Q02887_2425_2.jpg,269_Q02887_2425_3.jpg,would you like to learn about the curriculum in the marshall county schools,I have other priorities at the moment.,Q03742,269_Q03742_3538_1.jpg,269_Q03742_3538_2.jpg,269_Q03742_3538_3.jpg,where you looking for the bus schedule and prices,No. I just want their school calendar.,Q02995,269_Q02995_3798_1.jpg,269_Q02995_3798_2.jpg,269_Q02995_3798_3.jpg
2052,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,Would you like to see a map of Marshall county?,"No, I am currently focused on finding the school calendar for Marshall County Schools in Kentucky.",Q03962,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg,would you like to find out more about enrollment in the schools,I'm primarily focused on obtaining information about the school calendar right now.,Q03344,269_Q03344_2738_1.jpg,269_Q03344_2738_2.jpg,269_Q03344_2738_3.jpg,would you like to learn about the curriculum in the marshall county schools,"No, i just want to see their calendar.",Q03742,269_Q03742_3538_1.jpg,269_Q03742_3538_2.jpg,269_Q03742_3538_3.jpg
2053,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,would you like to find out more about enrollment in the schools,"No, I'm not interested in that at the moment.",Q03344,269_Q03344_2738_1.jpg,269_Q03344_2738_2.jpg,269_Q03344_2738_3.jpg,are you searching for an address for the schools,"I'm interested in school schedules, but not looking for specific locations.",Q01302,269_Q01302_156_1.jpg,269_Q01302_156_2.jpg,269_Q01302_156_3.jpg,Are you wanting to see the Marshall County Schools new buses?,not really but the Marshall County Schools in Kentucky school calendar,Q03959,269_Q03959_17_1.jpg,269_Q03959_17_2.jpg,269_Q03959_17_3.jpg
2054,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,Would you like to see a map of Marshall county?,"No, I'm not looking for that information right now.",Q03962,269_Q03962_20_1.jpg,269_Q03962_20_2.jpg,269_Q03962_20_3.jpg,do you want to learn more about the demographics in the schools,I'm primarily focused on a specific aspect related to the schools.,Q02387,269_Q02387_2979_1.jpg,269_Q02387_2979_2.jpg,269_Q02387_2979_3.jpg,are you searching for an address for the schools,No.,Q01302,269_Q01302_156_1.jpg,269_Q01302_156_2.jpg,269_Q01302_156_3.jpg
2055,Find the Marshall County Schools in Kentucky school calendar,F0646,269,marshall county schools,what state are you searching for marshall county schools,"No, I am not searching for that.",Q02887,269_Q02887_2425_1.jpg,269_Q02887_2425_2.jpg,269_Q02887_2425_3.jpg,Would you like to see the schools?,"I'm not particularly interested in seeing the schools themselves at the moment, but I am curious about the school calendar for the area.",Q03964,269_Q03964_22_1.jpg,269_Q03964_22_2.jpg,269_Q03964_22_3.jpg,where you looking for employment opportunities,i am interested in finding a marshall county school in kentucky school calender,Q02993,269_Q02993_3503_1.jpg,269_Q02993_3503_2.jpg,269_Q02993_3503_3.jpg
2056,Take me to the Starbucks homepage.,F0647,27,starbucks,are you interested in a specific nutritional information,"No, that's not something I'm looking into at the moment.",Q00112,27_Q00112_1697_1.jpg,27_Q00112_1697_2.jpg,27_Q00112_1697_3.jpg,would you like specific information about starbucks,"I’m interested in accessing the website, but I don't need details at this moment.",Q03259,27_Q03259_2081_1.jpg,27_Q03259_2081_2.jpg,27_Q03259_2081_3.jpg,are you interested in the stocks of starbucks,No.,Q00498,27_Q00498_2160_1.jpg,27_Q00498_2160_2.jpg,27_Q00498_2160_3.jpg
2057,Take me to the Starbucks homepage.,F0647,27,starbucks,Would you like to see starbucks merch?,"No, I'm not interested in merchandise at the moment.",Q04744,27_Q04744_802_1.jpg,27_Q04744_802_2.jpg,27_Q04744_802_3.jpg,do you want to see the starbucks menu,I want to begin with the main site to explore what it has to offer.,Q02446,27_Q02446_970_1.jpg,27_Q02446_970_2.jpg,27_Q02446_970_3.jpg,do you need contact information for starbucks,"Yes, I just need to know their website like in the first picture.",Q01610,27_Q01610_915_1.jpg,27_Q01610_915_2.jpg,27_Q01610_915_3.jpg
2058,What is the balance on my Starbucks gift card?,F0648,27,starbucks,Would you like to see starbucks merch?,"No, I am not interested in merchandise at this time.",Q04744,27_Q04744_802_1.jpg,27_Q04744_802_2.jpg,27_Q04744_802_3.jpg,do you want to know how many locations starbucks has,I’m mainly interested in checking the balance.,Q02049,27_Q02049_454_1.jpg,27_Q02049_454_2.jpg,27_Q02049_454_3.jpg,which starbucks location do you need information for,For one near me. I just need to know where to go to get my balance online.,Q03073,27_Q03073_2973_1.jpg,27_Q03073_2973_2.jpg,27_Q03073_2973_3.jpg
2059,What is the balance on my Starbucks gift card?,F0648,27,starbucks,do you want to see the starbucks menu,"No, I'm not interested in seeing the menu right now.",Q02446,27_Q02446_970_1.jpg,27_Q02446_970_2.jpg,27_Q02446_970_3.jpg,do you need contact information for starbucks,I am interested in checking something related to my card.,Q01610,27_Q01610_915_1.jpg,27_Q01610_915_2.jpg,27_Q01610_915_3.jpg,is there a specific starbucks product you need information on,I want to know how to find the balance a Starbucks card.,Q02602,27_Q02602_1714_1.jpg,27_Q02602_1714_2.jpg,27_Q02602_1714_3.jpg
2060,What is the balance on my Starbucks gift card?,F0648,27,starbucks,Do you want to know what's on the Starbucks menu?,"No, I'm not interested in that right now.",Q04741,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,do you want to know how many types of coffee starbucks has,I'm currently interested in knowing about balances on gift cards without diversifying into other topics.,Q02055,27_Q02055_1733_1.jpg,27_Q02055_1733_2.jpg,27_Q02055_1733_3.jpg,are you looking for specific information about starbucks gift cards,I want to check my balance.,Q01026,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg
2061,What is the balance on my Starbucks gift card?,F0648,27,starbucks,are you interested in the stocks of starbucks,"No, I'm not interested in that.",Q00498,27_Q00498_2160_1.jpg,27_Q00498_2160_2.jpg,27_Q00498_2160_3.jpg,do you want to know how many locations starbucks has,"I have a specific inquiry related to my Starbucks account, not about other store locations.",Q02049,27_Q02049_454_1.jpg,27_Q02049_454_2.jpg,27_Q02049_454_3.jpg,are you looking for specific information about starbucks gift cards,I want to check my balance.,Q01026,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg
2062,What is the balance on my Starbucks gift card?,F0648,27,starbucks,are you interested in the stocks of starbucks,"No, I'm not interested in that at the moment.",Q00498,27_Q00498_2160_1.jpg,27_Q00498_2160_2.jpg,27_Q00498_2160_3.jpg,do you want to know how many locations starbucks has,"I'm focused on a specific inquiry related to my gift card, but other questions aren't my priority right now.",Q02049,27_Q02049_454_1.jpg,27_Q02049_454_2.jpg,27_Q02049_454_3.jpg,are you looking for specific information about starbucks gift cards,I want to check my balance.,Q01026,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg
2063,"Find recipes from Starbucks, either for making or using Starbucks products.",F0650,27,starbucks,Do you want to know what's on the Starbucks menu?,"No, I'm not interested in menu options right now.",Q04741,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,are you looking for specific information about starbucks gift cards,I’m not interested in that aspect; my focus is on using Starbucks products in recipes.,Q01026,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg,are you looking for a recipe,"Yes, I am looking for recipes from Starbucks, either for making or using Starbucks products.",Q00660,27_Q00660_277_1.jpg,27_Q00660_277_2.jpg,27_Q00660_277_3.jpg
2064,"Find recipes from Starbucks, either for making or using Starbucks products.",F0650,27,starbucks,Do you want to know what's on the Starbucks menu?,"No, I'm not interested in the Starbucks menu at the moment.",Q04741,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,are you looking for specific information about starbucks gift cards,I'm interested in recipes that incorporate Starbucks products.,Q01026,27_Q01026_251_1.jpg,27_Q01026_251_2.jpg,27_Q01026_251_3.jpg,are you looking for a recipe,"Yes, I am looking for recipes from Starbucks, either for making or using Starbucks products.",Q00660,27_Q00660_277_1.jpg,27_Q00660_277_2.jpg,27_Q00660_277_3.jpg
2065,"Find recipes from Starbucks, either for making or using Starbucks products.",F0650,27,starbucks,Would you like to see starbucks benefits?,"No, I'm not interested in that at the moment.",Q04745,27_Q04745_803_1.jpg,27_Q04745_803_2.jpg,27_Q04745_803_3.jpg,do you want to see the starbucks menu,I think it would be helpful to explore the menu a bit more.,Q02446,27_Q02446_970_1.jpg,27_Q02446_970_2.jpg,27_Q02446_970_3.jpg,are you looking for a recipe,"Yes, I am looking for recipes from Starbucks, whether for making or using Starbucks products.",Q00660,27_Q00660_277_1.jpg,27_Q00660_277_2.jpg,27_Q00660_277_3.jpg
2066,"Find recipes from Starbucks, either for making or using Starbucks products.",F0650,27,starbucks,Do you want to know what's on the Starbucks menu?,"No, I'm not interested in the menu at the moment.",Q04741,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,are you interested in a specific nutritional information,I have a specific interest in discovering recipes that involve Starbucks products.,Q00112,27_Q00112_1697_1.jpg,27_Q00112_1697_2.jpg,27_Q00112_1697_3.jpg,is there a specific starbucks product you need information on,i am looking for recipes that use starbucks products when making the recipe.,Q02602,27_Q02602_1714_1.jpg,27_Q02602_1714_2.jpg,27_Q02602_1714_3.jpg
2067,"Find recipes from Starbucks, either for making or using Starbucks products.",F0650,27,starbucks,Do you want to know what's on the Starbucks menu?,"No, I'm not interested in that at the moment.",Q04741,27_Q04741_799_1.jpg,27_Q04741_799_2.jpg,27_Q04741_799_3.jpg,are you interested in a specific nutritional information,I'm primarily focused on exploring recipes associated with Starbucks products rather than nutritional details.,Q00112,27_Q00112_1697_1.jpg,27_Q00112_1697_2.jpg,27_Q00112_1697_3.jpg,would you like specific information about starbucks,"yes, I'm interested in recipes from Starbucks, either for making or using Starbucks products.",Q03259,27_Q03259_2081_1.jpg,27_Q03259_2081_2.jpg,27_Q03259_2081_3.jpg
2068,I'm looking for locations of Starbucks stores worldwide.,F0651,27,starbucks,Would you like to see Starbucks drinks?,"No, that's not what I'm looking for right now.",Q04743,27_Q04743_801_1.jpg,27_Q04743_801_2.jpg,27_Q04743_801_3.jpg,are you looking for a recipe,I'm interested in specific locations related to a popular coffee shop.,Q00660,27_Q00660_277_1.jpg,27_Q00660_277_2.jpg,27_Q00660_277_3.jpg,Would you like to see starbucks benefits?,Yes. But I'm more interested in knowing the worldwide locations of Starbucks,Q04745,27_Q04745_803_1.jpg,27_Q04745_803_2.jpg,27_Q04745_803_3.jpg
