id,facet,facet_id,topic_id,topic,question1,answer1,question_id1,image1_1,image1_2,image1_3,question2,answer2,question_id2,image2_1,image2_2,image2_3,question3,answer3,question_id3,image3_1,image3_2,image3_3,question4,answer4,question_id4,image4_1,image4_2,image4_3
2858,How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,are you interested leaning about carpal tunnel syndrome symptoms,I'm not particularly interested in that aspect at the moment.,Q00572,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,Did you want more information regarding carpal tunnel syndrome symptoms?,Yes. I'm wondering how it gets diagnosed.,Q05614,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,,,,,,,,,,,,
2859,How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,would you like to know about carpal tunnel syndrome treatment,I'm interested in understanding more about the condition rather than treatment options at this moment.,Q03373,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,do you want to know the symptoms of carpal tunnel syndrome,No. I wanted to know how they come up with a diagnosis of CTS.,Q02250,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,,,,,,,,,,,,
2860,How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I'm primarily interested in understanding the diagnosis process.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,"No, I am just wondering how they come up with the CTS diagnosis.",Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2861,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,I'm more interested in understanding the underlying factors rather than treatments at this point.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2862,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I have some other specific concerns I want to address first.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,"no, I'm looking for the causes of CTS.",Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,,,,,,,,,,,,
2863,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,I'm interested in understanding more about the condition itself rather than focusing on treatments at the moment.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2864,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for tests to diagnose carpal tunnel syndrome,I am interested in exploring the underlying factors that may be contributing to the condition.,Q01045,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,would you like to know about carpal tunnel syndrome treatment,"No, I want to know the causes,",Q03373,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,,,,,,,,,,,,
2865,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,"I am interested in understanding more about the condition itself, rather than the available treatments.",Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,are you interested leaning about carpal tunnel syndrome symptoms,"No, i just want to know what causes it.",Q00572,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,,,,,,,,,,,,
2866,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,"I'm interested in understanding more about a specific condition, but that's not my only focus right now.",Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are you looking for treatments for carpal tunnel syndrome,No.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,,,,,,,,,,,,
2867,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,I’m interested in understanding the factors behind a certain condition rather than looking for specific treatments.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,are there any important related factors or complications you want to know about regarding carpal tunnel syndrome,I want to know what causes the condition.,Q00014,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,,,,,,,,,,,,
2868,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for tests to diagnose carpal tunnel syndrome,I'm mainly interested in understanding the factors that contribute to this condition.,Q01045,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,do you like to know about carpal tunnel surgery,yes what causes it,Q01557,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,,,,,,,,,,,,
2869,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,I'm not focused on treatment options right now; I'm more interested in understanding the underlying issues.,Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2870,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,I'm more interested in understanding the underlying factors involved.,Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2871,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,I’m interested in understanding the underlying factors contributing to this condition.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,Would you like to view exercises for carpal tunnel syndrome?,"No, I want to know what causes it.",Q05616,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,,,,,,,,,,,,
2872,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,I'm interested in understanding more about the conditions that could contribute to this issue.,Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2873,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,"I'm interested in understanding more about a specific condition and its underlying factors, but I'm not necessarily looking for treatment options at the moment.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2874,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,would you like know about causes for carpal tunnel syndrome,"I'm not interested in that right now, but I might want to explore health-related topics later.",Q03239,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,Would you like to find out which doctors treats carpal tunnel syndrome?,"no, my interest is to know the causes of CTS.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,,,,,,,,,,,,
2875,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,I'm interested in understanding the underlying issues related to a common condition.,Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,would you like to know how to prevent carpal tunnel syndrome,"Yes, tell me the causes.",Q03486,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,,,,,,,,,,,,
2876,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm mainly looking to understand the factors that contribute to the condition.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2877,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,do you want to know the symptoms of carpal tunnel syndrome,"I'm interested in understanding more about a specific condition, but I'm not currently focused on the symptoms.",Q02250,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,are you interested in ways to relieve pain caused by carpal tunnel syndrome,Not really but I'm interested to learn the causes of CTS.,Q00537,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,,,,,,,,,,,,
2878,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,"I have some specific concerns about a certain condition, but I'm looking for information beyond just treatment options.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2879,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,would you like know about causes for carpal tunnel syndrome,I'm curious about some of the factors that might contribute to it.,Q03239,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,Would you like to find out which doctors treats carpal tunnel syndrome?,"no, my interest is to know the causes of CTS.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,,,,,,,,,,,,
2880,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,I'm more interested in understanding the underlying factors related to the condition.,Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2881,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,would you like know about causes for carpal tunnel syndrome,"I have some curiosity about it, but I'm not ready to explore it in detail right now.",Q03239,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,are you looking for tests to diagnose carpal tunnel syndrome,No.,Q01045,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,,,,,,,,,,,,
2882,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,do you want to know the symptoms of carpal tunnel syndrome,I'm more interested in understanding the underlying issues rather than just the symptoms.,Q02250,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,are you searching for doctors that treat this condition,No. I'm just wondering what the causes of CTS are,Q01305,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,,,,,,,,,,,,
2883,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm more focused on understanding the factors that contribute to the condition.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you searching for doctors that treat this condition,No. I'm just wondering what the causes of CTS are,Q01305,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,,,,,,,,,,,,
2884,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,I'm interested in understanding the underlying issues but not specifically seeking treatment options right now.,Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,Would you like to view exercises for carpal tunnel syndrome?,"No, I want to know what causes it.",Q05616,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,,,,,,,,,,,,
2885,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,would you like to know how to prevent carpal tunnel syndrome,"I'm interested in understanding how to avoid certain conditions, but I'm not entirely sure what you're asking.",Q03486,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2886,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,"I’m interested in understanding more about the underlying issues, but not specifically in finding treatment options at this time.",Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2887,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I'm interested in exploring the different factors that contribute to this condition.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are there any important related factors or complications you want to know about regarding carpal tunnel syndrome,I want to know what causes the condition.,Q00014,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,,,,,,,,,,,,
2888,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,I'm interested in understanding more about the underlying factors involved.,Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,are you searching for doctors that treat this condition,No. I'm just wondering what the causes of CTS are,Q01305,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,,,,,,,,,,,,
2889,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,"I'm not specifically looking for a billing code, but I'm interested in understanding more about the condition.",Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2890,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for treatments for carpal tunnel syndrome,I'm interested in understanding the factors that may contribute to the condition.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2891,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,"I'm interested in understanding more about certain conditions, but that's not the specific information I'm after right now.",Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2892,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm primarily looking into understanding factors related to a specific condition.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2893,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in ways to relieve pain caused by carpal tunnel syndrome,I'm more focused on understanding the underlying issues rather than immediate pain relief solutions.,Q00537,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,would you like to know how to prevent carpal tunnel syndrome,"Yes, tell me the causes.",Q03486,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,,,,,,,,,,,,
2894,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,would you like know about causes for carpal tunnel syndrome,"I'm not really interested in the causes at the moment, but I have some concerns related to my health that I'd like to understand better.",Q03239,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2895,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,"I’m exploring some information on the topic, but not specifically looking for doctors right now.",Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,are you interested leaning about carpal tunnel syndrome symptoms,"No, i just want to know what causes it.",Q00572,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,,,,,,,,,,,,
2896,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,"I am currently exploring related topics and information, but I'm not specifically looking for exercises at this moment.",Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2897,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I have some interest in understanding the underlying factors.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you interested leaning about carpal tunnel syndrome symptoms,"No, i just want to know what causes it.",Q00572,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,,,,,,,,,,,,
2898,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I am interested in understanding the underlying factors related to this condition.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2899,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,"I'm not looking for exercises specifically at the moment, but I am exploring related options.",Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2900,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,I'm interested in understanding the underlying factors related to this condition.,Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,are you interested leaning about carpal tunnel syndrome symptoms,"No, i just want to know what causes it.",Q00572,213_Q00572_3221_1.jpg,213_Q00572_3221_2.jpg,213_Q00572_3221_3.jpg,,,,,,,,,,,,
2901,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I'm interested in understanding the underlying factors related to this condition.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2902,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,"I'm interested in understanding more about the condition, but I'm not specifically looking for billing information.",Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are there any important related factors or complications you want to know about regarding carpal tunnel syndrome,I want to know what causes the condition.,Q00014,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,,,,,,,,,,,,
2903,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I am interested in understanding more about the origins of this condition.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2904,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,"I’m interested in exploring various factors, but not specifically in medical treatment options right now.",Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,are you interested in ways to relieve pain caused by carpal tunnel syndrome,Not really but I'm interested to learn the causes of CTS.,Q00537,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,,,,,,,,,,,,
2905,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,"I am interested in understanding more about a specific condition, but I am not looking for treatment options right now.",Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,would you like to know about carpal tunnel syndrome treatment,"No, I want to know the causes,",Q03373,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,,,,,,,,,,,,
2906,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm more curious about the underlying factors rather than exercises specifically.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,Would you like to find out which doctors treats carpal tunnel syndrome?,"no, my interest is to know the causes of CTS.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,,,,,,,,,,,,
2907,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,do you want to know the symptoms of carpal tunnel syndrome,I'm more interested in understanding the underlying issues that could lead to the condition.,Q02250,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,are you interested in ways to relieve pain caused by carpal tunnel syndrome,Not really but I'm interested to learn the causes of CTS.,Q00537,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,,,,,,,,,,,,
2908,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm interested in understanding more about the factors related to this condition.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you interested in treatment or managment options,I want to know what causes CTS.,Q00519,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,,,,,,,,,,,,
2909,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for the medical billing code for this disorder,I’m interested in exploring the underlying factors related to this condition.,Q01081,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,are there any important related factors or complications you want to know about regarding carpal tunnel syndrome,I want to know what causes the condition.,Q00014,213_Q00014_484_1.jpg,213_Q00014_484_2.jpg,213_Q00014_484_3.jpg,,,,,,,,,,,,
2910,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for doctors that specialize in treating carpal tunnel syndrome,I am interested in understanding more about the underlying factors involved.,Q00815,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,are you looking for treatments for carpal tunnel syndrome,No.,Q01113,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,,,,,,,,,,,,
2911,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,"I'm interested in understanding the underlying issues, but I'm not focused on treatment options at this moment.",Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,would you like to know how to prevent carpal tunnel syndrome,"Yes, tell me the causes.",Q03486,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,,,,,,,,,,,,
2912,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for physicians in your area that specialize in carpal tunnel syndrome treatment,"I am currently researching the condition, but I’m not looking for treatment options at this moment.",Q00969,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,do you want to learn more about the risk factors,Yes. I want to know what causes it.,Q02389,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,,,,,,,,,,,,
2913,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,Would you like to find out which doctors treats carpal tunnel syndrome?,I'm interested in understanding more about the condition and its underlying factors.,Q05612,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,would you like to know which activities are associated with the people diagnosed with the carpal tunnel syndrome,Yes and the causes of this.,Q03715,213_Q03715_2726_1.jpg,213_Q03715_2726_2.jpg,213_Q03715_2726_3.jpg,,,,,,,,,,,,
2914,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,"I am interested in understanding more about the factors involved, but I’m not currently focused on exercises.",Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,do you need a list of who is at most risk of developing carpal tunnel syndrome,No. I would like to find the causes of CTS.,Q01582,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,,,,,,,,,,,,
2915,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you interested in the exercises for carpal tunnel,I'm exploring the underlying factors related to the condition.,Q00433,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,are you searching for doctors that treat this condition,No. I'm just wondering what the causes of CTS are,Q01305,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,,,,,,,,,,,,
2916,Find the causes of CTS.,F0476,213,carpal tunnel syndrome,are you looking for tests to diagnose carpal tunnel syndrome,I'm exploring various factors related to a condition I might be concerned about.,Q01045,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,would you like to know how to prevent carpal tunnel syndrome,"Yes, tell me the causes.",Q03486,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,,,,,,,,,,,,
